,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
3077,3077,node-haecl-glstair-green,Haymarket,Haymarket - Top of stairs between Green Line and Orange Line passageway,,,,,,Boston,3,1,,
3082,3082,5234,Washington St @ Brookley Rd,,-71.109133,42.304717,,Brookley Road,Washington Street,Boston,0,1,3.0,Jamaica Plain
3083,3083,70015,Back Bay,Back Bay - Orange Line - Oak Grove,-71.075727,42.34735,,,,Boston,0,1,1.0,South End
3085,3085,6292,Orient Ave @ Selma St,,-71.003808,42.390106,,Selma Street,Orient Avenue,Boston,0,0,3.0,East Boston
3086,3086,15176,Washington St @ Worcester St,Washington St @ Worcester St - Silver Line - Nubian,-71.075909,42.337353,"Washington St and Worcester Sq, Boston, MA",Worcester Street,Washington Street,Boston,0,1,3.0,South End
3087,3087,927,Brighton Ave @ Allston St,,-71.134179,42.353125,,Quint Avenue,Brighton Avenue,Boston,0,1,3.0,Allston
3088,3088,543,Morton St opp Wellington Hill St,,-71.092672,42.284982,,Wellington Hill Street,Morton Street,Boston,0,1,3.0,Dorchester
3090,3090,8807,Neponset Ave @ Popes Hill St,,-71.050744,42.292992,,North Munroe Terrace,Neponset Avenue,Boston,0,1,3.0,Dorchester
3091,3091,node-380-platform,Wood Island,Wood Island - Bottom of Escalator 380,-71.022886,42.379548,,,,Boston,3,1,,East Boston
3092,3092,70157,Arlington,Arlington - Green Line - Copley & West,-71.070893,42.351902,,,,Boston,0,1,0.0,Back Bay
3096,3096,21587,Circuit Dr opp Shattuck Hospital,,-71.102447,42.300863,,Jewish War Veterans Drive,Forest Hills Entrance Drive,Boston,0,2,3.0,Roxbury
3099,3099,node-980-lobby,Science Park/West End,Science Park/West End - Mezzanine level of south side elevator,-71.067904,42.366701,,,,Boston,3,1,,West End
3101,3101,node-jfk-braganstair-platform,JFK/UMass,"JFK/UMass - Bottom of northern stairs between Braintree, Alewife platform and lobby",-71.052289,42.320679,,,,Boston,3,1,,Dorchester
3104,3104,door-dwnxg-macys,Downtown Crossing - Macy's,Downtown Crossing - Macy's,-71.060521,42.355253,,,,Boston,2,1,,Downtown
3107,3107,door-prmnl-huntington,Prudential - Huntington Ave,Prudential - Huntington Ave,-71.081609,42.345791,,,,Boston,2,2,,Back Bay
3115,3115,node-gover-wbtransstairs-gl,Government Center,Government Center - Top of stairs between Green Line and Blue Line,,,,,,Boston,3,1,,
3122,3122,1230,Tremont St @ Northampton St,,-71.081156,42.338746,,Northampton Street,Tremont Street,Boston,0,1,3.0,Roxbury
3124,3124,70207,Science Park/West End,Science Park/West End - Green Line - Lechmere & North,-71.067666,42.366664,,,,Boston,0,1,0.0,West End
3126,3126,1156,Centre St @ Sunnyside St,,-71.105716,42.322676,,Sunnyside Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
3130,3130,848,Lagrange St opp Pender St,,-71.162432,42.284717,,Pender Street,La Grange Street,Boston,0,1,3.0,West Roxbury
3131,3131,node-state-congressstairs-street,State,State - Top of stairs between Congress St and Bowdoin platform,,,,,,Boston,3,1,,
3132,3132,NEC-2265,Ruggles,Ruggles - Commuter Rail,-71.089208,42.336608,,,,Boston,0,1,2.0,Roxbury
3133,3133,42820,Neponset Valley Pkwy @ Westinghouse Plaza,,-71.131891,42.243524,,,Westinghouse Plaza,Boston,0,1,3.0,Hyde Park
3137,3137,802,Belgrade Ave opp Rexhame St,,-71.143403,42.286108,,Rexhame Street,Belgrade Avenue,Boston,0,1,3.0,Roslindale
3138,3138,10101,Melnea Cass Blvd @ Harrison Ave,,-71.079147,42.332066,,Harrison Avenue,Melnea Cass Boulevard,Boston,0,1,3.0,Roxbury
3144,3144,node-870-platform,Downtown Crossing,Downtown Crossing - Bottom of elevator between Ashmont/Braintree platform and Chauncy Street lobby,,,,,,Boston,3,1,,
3145,3145,555,Geneva Ave @ Dakota St,,-71.065948,42.300084,,Josephine Street,Geneva Avenue,Boston,0,1,3.0,Dorchester
3150,3150,3377,Gallivan Blvd @ Adams St,,-71.05822,42.28209,,Adams Street,Gallivan Boulevard,Boston,0,1,3.0,Dorchester
3151,3151,2794,Poplar St @ Beech St,,-71.129526,42.273372,,Beech Street,Poplar Street,Boston,0,1,3.0,Hyde Park
3154,3154,Boat-Aquarium,Central Wharf (South),Central Wharf (South) - Winthrop Ferry,-71.048779,42.358815,"Central Wharf near Milk St, Boston, MA 02110",,,Boston,0,1,4.0,Downtown
3157,3157,142,Mt Vernon St @ South Point Dr,,-71.040217,42.317071,,,Mount Vernon Street,Boston,0,1,3.0,Dorchester
3161,3161,2558,N Harvard St @ Empire St,,-71.126738,42.35853,,Empire Street,North Harvard Street,Boston,0,1,3.0,Allston
3163,3163,766,2508 Centre St,,-71.162853,42.264738,,Maple Road,Centre Street,Boston,0,1,3.0,West Roxbury
3164,3164,DB-2265-01,Newmarket,Newmarket - Commuter Rail - Track 1 (Outbound),-71.065674,42.327415,,,,Boston,0,1,2.0,Dorchester
3165,3165,1270,Washington St @ Monastery Rd,,-71.146379,42.346111,,,Washington Street,Boston,0,1,3.0,Brighton
3169,3169,node-400-middle,South Station,South Station - Top of Escalator 400,,,,,,Boston,3,1,,
3170,3170,node-434-lobby,Maverick,Maverick - Bottom of escalator from Maverick Square to lobby,,,,,,Boston,3,1,,
3173,3173,node-hymnl-wbstairs-platform,Hynes Convention Center,Hynes Convention Center - Bottom of stairs for Kenmore & West,,,,,,Boston,3,1,,
3176,3176,1559,Brookline Ave @ Deaconess Rd,,-71.108182,42.337993,,Jimmy Fund Way,Brookline Avenue,Boston,0,1,3.0,Longwood
3178,3178,58,Massachusetts Ave @ Harrison Ave,,-71.074931,42.334948,,Harrison Avenue,Massachusetts Avenue,Boston,0,1,3.0,South End
3181,3181,5894,Orient Ave opp Beachview Rd,,-71.001965,42.390031,,Beachview Road,Orient Avenue,Boston,0,1,3.0,East Boston
3186,3186,door-babck-wbbabcock,Babcock Street - Babcock St,Babcock Street - Babcock St,-71.121103,42.351797,,,,Boston,2,1,,Allston
3191,3191,place-hsmnl,Heath Street,,-71.110252,42.328316,"Heath St and South Huntington Ave, Boston, MA",,,Boston,1,1,,Jamaica Plain
3195,3195,node-crtst-ssexitstair-lobby,Courthouse,Courthouse - Top of stairs for exit-only gates from South Station platform,,,,,,Boston,3,1,,
3199,3199,331,Dorchester Ave opp Shepton St,,-71.063344,42.289422,,Shepton Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
3200,3200,node-bbsta-olwstairs-platform,Back Bay,Back Bay - Bottom of Orange Line platform west stairs,,,,,,Boston,3,1,,
3201,3201,12860,First Ave @ Ninth St,,-71.052255,42.376199,,,First Avenue,Boston,0,1,3.0,Charlestown
3202,3202,170140,Amory Street,Amory Street - Green Line - Park Street & North,-71.114318,42.350901,,,,Boston,0,1,0.0,Allston
3206,3206,70008,Roxbury Crossing,Roxbury Crossing - Orange Line - Forest Hills,-71.096121,42.330671,,,,Boston,0,1,1.0,Roxbury
3207,3207,door-pktrm-tremonte,"Park Street - Tremont St, Boston Common","Park Street - Tremont St, Boston Common",-71.062321,42.35637,,,,Boston,2,2,,Beacon Hill
3213,3213,406,Warren St @ ML King Blvd,,-71.08212,42.318133,,Martin Luther King Boulevard,Warren Street,Boston,0,1,3.0,Roxbury
3215,3215,5095,Washington St @ E Berkeley St,Washington St @ E Berkeley St - Silver Line - South Station/Downtown Crossing,-71.065726,42.344189,"Washington St and E Berkeley St, Boston, MA",East Berkeley Street,Washington Street,Boston,0,1,3.0,South End
3216,3216,node-952-platform,Charles/MGH,Charles/MGH - Top of Elevator 952,-71.070431,42.361199,,,,Boston,3,1,,West End
3218,3218,1342,Walnut Ave @ Humboldt Ave,,-71.085991,42.321007,,Dale Street,Walnut Avenue,Boston,0,1,3.0,Roxbury
3221,3221,node-kencl-ebstair-platform,Kenmore,Kenmore - Bottom of Park Street & North stairs,,,,,,Boston,3,1,,
3223,3223,1111,Cambridge St opp Hano St,,-71.136365,42.353931,,Hano Street,Cambridge Street,Boston,0,1,3.0,Allston
3232,3232,75467,Hyde Park Ave @ Glenwood Ave,,-71.126826,42.248593,,Glenwood Avenue,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
3235,3235,1714,Blue Hill Ave @ Wellington Hill St,,-71.093154,42.27986,,Wellington Hill Street,Blue Hill Avenue,Boston,0,1,3.0,Mattapan
3236,3236,5099,Washington St opp Savoy St,,-71.067903,42.342225,,Savoy Street,Washington Street,Boston,0,1,3.0,South End
3237,3237,node-802-sbplatform,State,"State - Top of Elevator 802 between Oak Grove platform and Wonderland platform, Forest Hills passageway",,,,,,Boston,3,1,,
3240,3240,node-722-gl,Government Center,Government Center - Top of elevator between Green Line and Blue Line,,,,,,Boston,3,1,,
3241,3241,node-rugg-olsstairs-platform,Ruggles,Ruggles - Bottom of Orange Line south platform stairs,,,,,,Boston,3,1,,
3246,3246,node-chmnl-nbstairs-platform,Charles/MGH,Charles/MGH - Top of Alewife platform stairs,-71.070521,42.361265,,,,Boston,3,1,,West End
3247,3247,5851,Bennington St @ Putnam St,,-71.031805,42.377566,,Putnam Street,Bennington Street,Boston,0,2,3.0,East Boston
3253,3253,60,Washington St @ Lenox St,Washington St @ Lenox St - Silver Line - Nubian,-71.078951,42.334963,"Washington St and Lenox St, Boston, MA 02118",Lenox Street,Washington Street,Boston,0,1,3.0,Roxbury
3260,3260,NEC-2203,Hyde Park,Hyde Park - Commuter Rail,-71.125526,42.25503,,,,Boston,0,1,2.0,Hyde Park
3262,3262,node-smmnl-954-lobby,Shawmut,Shawmut - Top of Ashmont Elevator 954,-71.065894,42.293109,,,,Boston,3,1,,Dorchester
3264,3264,526,Morton St @ Blue Hill Ave,,-71.091028,42.284037,,Blue Hill Avenue,Morton Street,Boston,0,1,3.0,Mattapan
3265,3265,1585,Blue Hill Ave @ Brunswick St,,-71.081148,42.311448,,Brunswick Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
3267,3267,5732,Meridian St @ White St,,-71.039312,42.380385,,White Street,Meridian Street,Boston,0,1,3.0,East Boston
3274,3274,node-842-platform,Forest Hills,Forest Hills - Bottom of Orange Line main lobby elevator,-71.114206,42.300809,,,,Boston,3,1,,Jamaica Plain
3275,3275,1730,Blue Hill Ave @ Woolson St,,-71.091909,42.282173,,,Blue Hill Avenue,Boston,0,1,3.0,Mattapan
3280,3280,10100,Albany St @ Randall St,,-71.076347,42.331675,,Randall Street,Albany Street,Boston,0,1,3.0,Roxbury
3284,3284,place-spmnl,Science Park/West End,,-71.067666,42.366664,"Leverett Circle and Nashua St, Boston, MA 02114",,,Boston,1,1,,West End
3289,3289,29009,Sullivan Square,Sullivan Square - Lower Berth 9,-71.076317,42.384035,,,Busway,Boston,0,1,3.0,Charlestown
3291,3291,node-rugg-olexit-platform,Ruggles,Ruggles - Bottom of Orange Line Ruggles Street exit stairs,,,,,,Boston,3,1,,
3303,3303,node-129-platform,Forest Hills,Forest Hills - Bottom of Orange Line main lobby north escalator,-71.114044,42.300956,,,,Boston,3,1,,Jamaica Plain
3310,3310,node-jfk-ashcolfarepaid,JFK/UMass,JFK/UMass - Paid side of exit-only gates,-71.05258,42.321341,,,,Boston,3,1,,Dorchester
3319,3319,6570,S Huntington Ave @ Perkins St,,-71.112025,42.321698,,Perkins Street,South Huntington Avenue,Boston,0,1,3.0,Jamaica Plain
3324,3324,621,Washington St @ Grove St,,-71.157076,42.261087,,Grove Street,Washington Street,Boston,0,1,3.0,West Roxbury
3325,3325,6480,Hyde Park Ave @ Mt Hope St,,-71.118763,42.285066,,Mount Hope Street,Hyde Park Avenue,Boston,0,1,3.0,Roslindale
3327,3327,46495,Hyde Park Ave opp Florian Street,,-71.118752,42.286822,,Larch Place,Hyde Park Avenue,Boston,0,1,3.0,Jamaica Plain
3328,3328,node-jfk-sydfarepaid,JFK/UMass,JFK/UMass - Paid side of exit-only gates,-71.052412,42.319928,,,,Boston,3,1,,Dorchester
3331,3331,981,Tremont St opp Tremont Pl,,-71.172164,42.350798,,Tremont Place,Tremont Street,Boston,0,1,3.0,Brighton
3333,3333,777,Spring St @ Baker St,,-71.167165,42.27571,,Baker Street,Spring Street,Boston,0,1,3.0,West Roxbury
3334,3334,door-hymnl-mass,"Hynes Convention Center - Massachusetts Ave, Buses","Hynes Convention Center - Massachusetts Ave, Buses",-71.087825,42.347837,,,,Boston,2,2,,Back Bay
3335,3335,door-butlr-branchfield,"Butler - Branchfield St, Butler St","Butler - Branchfield St, Butler St",-71.062579,42.272469,,,,Boston,2,1,,Dorchester
3336,3336,node-366-landing,Chinatown,Chinatown - Top of escalator from Forest Hill lobby,,,,,,Boston,3,1,,
3341,3341,node-chmnl-farepaid,Charles/MGH,Charles/MGH - Paid side of fare gates,-71.070358,42.36111,,,,Boston,3,1,,West End
3350,3350,1269,Washington St @ Snow St,,-71.148221,42.34688,,Snow Street,Washington Street,Boston,0,1,3.0,Brighton
3352,3352,node-asmnl-mtpnbstair-platform,Ashmont,"Ashmont - Bottom of stairs from Mattapan Line, busway to Alewife platform",-71.063473,42.284219,,,,Boston,3,1,,Dorchester
3354,3354,70254,Mission Park,Mission Park - Green Line - Park Street & North,-71.10968,42.333092,,,,Boston,0,2,0.0,Mission Hill
3358,3358,node-brdwy-platstairs-lobby,Broadway,Broadway - Top of platform stairs,,,,,,Boston,3,1,,
3359,3359,door-state-meeting,"State - Washington St, Milk St","State - Washington St, Milk St",-71.058394,42.35715,,,,Boston,2,1,,Downtown
3361,3361,255,W 7th St @ F St,,-71.050899,42.33425,,F Street,West Seventh Street,Boston,0,1,3.0,South Boston
3373,3373,node-322-platform,JFK/UMass,JFK/UMass - Bottom of escalator from platform to Columbia Road,-71.052552,42.321174,,,,Boston,3,1,,Dorchester
3376,3376,5231,Centre St @ Arborway Rotary,,-71.122487,42.308216,,Hillcroft Road,Centre Street,Boston,0,1,3.0,Jamaica Plain
3377,3377,node-906-green,Haymarket,"Haymarket - Top of elevator between Green Line, busway and Orange Line passageway",,,,,,Boston,3,1,,
3385,3385,627,Washington St opp Cowing St,,-71.145032,42.271706,,Cowing Street,Washington Street,Boston,0,1,3.0,Hyde Park
3387,3387,850,Lagrange St @ Vermont St,,-71.165208,42.287414,,Vermont Street,La Grange Street,Boston,0,1,3.0,West Roxbury
3389,3389,814,Spring St @ Gardner St,,-71.165423,42.276852,,Brother Joseph A Heeran Way,Spring Street,Boston,0,1,3.0,West Roxbury
3392,3392,node-haecl-glstair-passage,Haymarket,Haymarket - Bottom of stairs between Green Line and Orange Line passageway,,,,,,Boston,3,1,,
3394,3394,95,Massachusetts Ave @ Beacon St,,-71.089334,42.350773,,Beacon Street,Massachusetts Avenue,Boston,0,1,3.0,Back Bay
3397,3397,node-grnst-fareunpaid,Green Street,Green Street - Unpaid side of fare gates,-71.107597,42.310462,,,,Boston,3,1,,Jamaica Plain
3402,3402,door-chncl-ogelevator,Chinatown - Elevator (Oak Grove),Chinatown - Elevator (Oak Grove),-71.062443,42.352628,,,,Boston,2,1,,Downtown
3403,3403,89,Massachusetts Ave @ St Botolph St,,-71.084121,42.342303,,Saint Botolph Street,Massachusetts Avenue,Boston,0,1,3.0,Back Bay
3406,3406,25203,Old Colony Ave opp Gavin Way,,-71.052197,42.326724,,Gavin Way,Old Colony Avenue,Boston,0,1,3.0,South Boston
3408,3408,node-301-platform,Andrew,Andrew - Bottom of inbound escalator,,,,,,Boston,3,1,,
3410,3410,door-wimnl-benning,Wood Island - Bennington St,Wood Island - Bennington St,-71.023052,42.379854,,,,Boston,2,1,,East Boston
3413,3413,2827,Main St @ Harvard St,,-71.062769,42.373649,,Monument Avenue,Main Street,Boston,0,0,3.0,Charlestown
3415,3415,478,Washington St @ Harvard St,,-71.073547,42.299101,,Harvard Street,Washington Street,Boston,0,1,3.0,Dorchester
3416,3416,node-masta-139-platform,Massachusetts Avenue,Massachusetts Avenue - Bottom of Escalator 139,-71.083695,42.341245,,,,Boston,3,1,,Fenway
3417,3417,12838,Chelsea St @ Fifth St,,-71.056282,42.375182,,Fifth Street,Chelsea Street,Boston,0,1,3.0,Charlestown
3430,3430,8331,Readville St @ W Milton St,,-71.13563,42.238283,,West Milton Street,Readville Street,Boston,0,1,3.0,Hyde Park
3432,3432,door-symcl-ebchurch,"Symphony - Massachusetts Ave, First Church of Christ","Symphony - Massachusetts Ave, First Church of Christ",-71.084511,42.342764,,,,Boston,2,2,,Back Bay
3434,3434,node-849-lobby,Ruggles,Ruggles - Top of Commuter Rail (Tracks 1 & 3) platform elevator,-71.08939,42.336466,,,,Boston,3,1,,Roxbury
3436,3436,56479,Hyde Park Ave @ Eldridge Rd,,-71.117619,42.292344,,Eldridge Road,Hyde Park Avenue,Boston,0,1,3.0,Jamaica Plain
3437,3437,node-hymnl-farepaid,Hynes Convention Center,Hynes Convention Center - Paid side of fare gates,,,,,,Boston,3,1,,
3440,3440,46,Dorchester St @ Broadway,,-71.045901,42.335457,,West Broadway,Dorchester Street,Boston,0,1,3.0,South Boston
3441,3441,place-alsgr,Allston Street,,-71.137955,42.348701,"Allston St and Commonwealth Ave, Boston, MA 02134",,,Boston,1,2,,Allston
3442,3442,1337,Walnut Ave @ Dale St,,-71.085695,42.321158,,Dale Street,Walnut Avenue,Boston,0,1,3.0,Roxbury
3443,3443,node-915-lobby,Aquarium,Aquarium - Bottom of elevator between lobby and State Street,,,,,,Boston,3,1,,
3447,3447,2851,Bunker Hill St @ Ferrin St,,-71.058877,42.377657,,Ferrin Street,Bunker Hill Street,Boston,0,1,3.0,Charlestown
3449,3449,3083,Adams St opp Msgr. Lydon Way,,-71.056129,42.290055,,Templeton Street,Adams Street,Boston,0,1,3.0,Dorchester
3453,3453,1799,Ruggles St @ Huntington Ave,,-71.095101,42.337523,,,Ruggles Street,Boston,0,1,3.0,Fenway
3454,3454,Boat-Long-South-4,Long Wharf (South) - Gate 4,Long Wharf (South) - Gate 4,-71.04859,42.359897,"Long Wharf near Old Atlantic Ave, Boston, MA 02110",,,Boston,0,1,4.0,Downtown
3456,3456,1572,Blue Hill Ave @ Julian St,,-71.077688,42.319177,,Julian Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
3460,3460,node-shmnl-platstair-lobby,Savin Hill,Savin Hill - Top of southern stairs between platform and lobby,-71.053564,42.310795,,,,Boston,3,1,,Dorchester
3461,3461,70082,Broadway,Broadway - Red Line - Alewife,-71.056967,42.342622,,,,Boston,0,1,1.0,South Boston
3467,3467,8685,Adams St @ Helena Rd,,-71.054597,42.286961,,Helena Street,Adams Street,Boston,0,1,3.0,Dorchester
3470,3470,70054,Suffolk Downs,Suffolk Downs - Blue Line - Wonderland,-70.99703,42.39061,,,,Boston,0,1,1.0,East Boston
3471,3471,door-sstat-bus,South Station - South Station Bus Terminal,South Station - South Station Bus Terminal,-71.056121,42.35069,,,,Boston,2,1,,Downtown
3472,3472,2813,West St @ Myopia Rd,,-71.126829,42.264047,,Myopia Road,West Street,Boston,0,1,3.0,Hyde Park
3473,3473,node-butlr-ramp-platform,Butler,Butler - Bottom of ramp for Bearse Avenue,-71.062462,42.272359,,,,Boston,3,1,,Dorchester
3475,3475,317,Dorchester Ave @ Hancock St,,-71.058359,42.308194,,Hoyt Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
3479,3479,node-723-gl,Government Center,Government Center - Top of elevator between Green Line and Blue Line,,,,,,Boston,3,1,,
3483,3483,place-clmnl,Cleveland Circle,,-71.149326,42.336142,"Beacon St and Chestnut Hill Ave, Brighton, MA",,,Boston,1,1,,Brighton
3484,3484,1221,Columbus Ave @ Cedar St,,-71.096921,42.328012,,,Columbus Avenue,Boston,0,1,3.0,Roxbury
3486,3486,node-395-platform,Aquarium,Aquarium - Bottom of escalator from Bowdoin platform to State Street,,,,,,Boston,3,1,,
3488,3488,1116,Cambridge St @ Mass Pike Exit,,-71.118743,42.360621,,Ramp - Western Ave To Soldiers Field Rd Eastbound,Cambridge Street,Boston,0,1,3.0,Allston
3493,3493,node-803-street,State,State - Top of Elevator 803 between Milk Street to lobby,,,,,,Boston,3,1,,
3494,3494,70113,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - (B) Boston College,-71.153025,42.33829,,,,Boston,0,2,0.0,Brighton
3496,3496,1620,Georgetowne Dr opp Margaretta Dr,,-71.144821,42.258051,,,Georgetowne Drive,Boston,0,1,3.0,West Roxbury
3504,3504,place-gover,Government Center,,-71.059215,42.359705,"Cambridge St and Court St, Boston, MA",,,Boston,1,1,,Downtown
3505,3505,node-hymnl-ebstairs-platform,Hynes Convention Center,Hynes Convention Center - Bottom of stairs for Park Street & North,,,,,,Boston,3,1,,
3511,3511,DB-2265-02,Newmarket,Newmarket - Commuter Rail - Track 2 (South Station),-71.065674,42.327415,,,,Boston,0,1,2.0,Dorchester
3513,3513,1844,Weld St @ Willow St,,-71.155466,42.292171,,Willow Street,Weld Street,Boston,0,1,3.0,West Roxbury
3516,3516,16479,Hyde Park Ave @ Florian St,,-71.118526,42.286684,,Florian Street,Hyde Park Avenue,Boston,0,1,3.0,Jamaica Plain
3517,3517,node-masta-unpramp-lobby,Massachusetts Avenue,Massachusetts Avenue - Bottom of ramp from main entrance,-71.083481,42.341461,,,,Boston,3,1,,Fenway
3519,3519,BNT-0000-06,North Station,North Station - Commuter Rail - Track 6,-71.062601,42.366618,,,,Boston,0,1,2.0,West End
3522,3522,1571,Blue Hill Ave @ Ingleside St,,-71.077926,42.317317,,Edgewood Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
3523,3523,56641,E Eagle St @ Chelsea St,,-71.026413,42.380994,,Princeton Street,Eagle Square,Boston,0,1,3.0,East Boston
3525,3525,door-pktrm-winter,"Park Street - Tremont St, Winter St","Park Street - Tremont St, Winter St",-71.062008,42.356397,,,,Boston,2,2,,Downtown
3526,3526,node-haecl-congogstairn-passage,Haymarket,Haymarket - Bottom of stairs between lobby and Oak Grove mezzanine,,,,,,Boston,3,1,,
