,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type
2203,15974,Pleasant St opp Everett St,,-71.070392,42.450605,,Everett Street,Pleasant Street,Melrose,0,1,3.0
2204,7338,715 Lynnfield St,,-70.985599,42.50789,,Cumberland Circle,Lynnfield Street,Lynn,0,1,3.0
2205,4079,Pond St @ Ida Rd,,-71.028438,42.193706,,Rocsam Park Road,Pond Street,Braintree,0,1,3.0
2206,2027,Mt Auburn St opp Coolidge Ave,,-71.139963,42.375044,,Coolidge Avenue,Mount Auburn Street,Cambridge,0,1,3.0
2207,2323,Park Circle @ Park Ave,,-71.180384,42.415263,,Park Avenue,Park Circle,Arlington,0,1,3.0
2208,7134,Cabot St opp May St,,-70.880912,42.544779,,May Street,Cabot Street,Beverly,0,1,3.0
2209,node-cntsq-pearlstair-platform,Central,Central - Bottom of stairs for Pearl St,,,,,,Cambridge,3,1,
2210,5927,Upham St @ Bellevue Ave,,-71.058591,42.45742,,Bellevue Avenue,Upham Street,Melrose,0,0,3.0
2211,place-ER-0227,Hamilton/Wenham,,-70.874801,42.609212,"Bay Rd and Walnut Rd, Hamilton, MA 01982",,,Hamilton,1,1,
2212,9526,Main Shopping Center @ Market Basket,,-71.262237,42.38164,,,,Waltham,0,1,3.0
2213,82,Massachusetts Ave @ Huntington Ave,,-71.084701,42.342478,,Huntington Avenue,Massachusetts Avenue,Boston,0,1,3.0
2214,8864,Main St @ Middlesex Canal Pk,,-71.156036,42.496928,,,Main Street,Woburn,0,1,3.0
2215,3660,Sea St @ Pearl St,,-70.947793,42.242591,,Pearl Street,Sea Street,Weymouth,0,1,3.0
2216,11071,Arthur St @ Hichborn St - Stop & Shop,,-71.142171,42.355385,,Hichborn Street,Arthur Street,Boston,0,1,3.0
2217,door-bvmnl-washington,"Brookline Village - Station St, Washington St","Brookline Village - Station St, Washington St",-71.117214,42.332552,,,,Brookline,2,1,
2218,door-bvmnl-kent,"Brookline Village - Station St, Kent St","Brookline Village - Station St, Kent St",-71.11661,42.332818,,,,Brookline,2,1,
2219,1689,Cambridge St opp Lincoln Knoll Ln,,-71.188235,42.482828,,Lincoln Knoll Lane,Cambridge Street,Burlington,0,1,3.0
2220,75731,Central St @ Prospect St,,-71.008857,42.466886,,Prospect Street,Central Street,Saugus,0,1,3.0
2221,node-qnctr-farepaid,Quincy Center,Quincy Center - Paid side of fare gates,-71.005255,42.251593,,,,Quincy,3,1,
2222,49158,Meadow Glen Mall @ Main Entrance,,-71.091567,42.408357,,,,Medford,0,1,3.0
2223,7353,Lynnfield St @ Verdmont Ave,,-70.971927,42.492687,,Verdmont Avenue,Lynnfield Street,Lynn,0,1,3.0
2224,node-326-platform,North Quincy,"North Quincy - Bottom of escalator from platform to Hancock Street, Newport Avenue lobby",-71.030679,42.276301,,,,Quincy,3,1,
2225,node-757-platform,Kendall/MIT,Kendall/MIT - Bottom of Elevator 757 for Ashmont/Braintree platform,-71.086174,42.36211,,,,Cambridge,3,1,
2226,1539,Boylston St @ Norfolk Rd,,-71.159212,42.32476,,Norfolk Road,Boylston Street,Brookline,0,1,3.0
2227,door-davis-busway,"Davis - College Ave, Tufts University, Buses","Davis - College Ave, Tufts University, Buses",-71.121989,42.396742,,,,Somerville,2,1,
2228,5805,Winthrop Ave @ Revere Beach Pkway,,-71.00598,42.405431,,,Winthrop Avenue,Revere,0,1,3.0
2229,6831,Union St @ Smith St,,-70.941581,42.466848,,Smith Street,Union Street,Lynn,0,1,3.0
2230,15970,Pleasant St opp Converse Ln,,-71.071749,42.446076,,Converse Lane,Pleasant Street,Melrose,0,1,3.0
2231,2021,Mt Auburn St @ Ash St,,-71.12563,42.374356,,Ash Street,Mount Auburn Street,Cambridge,0,1,3.0
2232,node-state-milkmidstairs-street,State,State - Bottom of stairs from escalator to Milk Street,,,,,,Boston,3,1,
2233,2080,Huron Ave @ Larch Rd,,-71.14328,42.380218,,Larch Road,Huron Avenue,Cambridge,0,1,3.0
2234,1534,Boylston St @ Sumner Rd,,-71.132781,42.328992,,Warren Street,Boylston Street,Brookline,0,1,3.0
2235,2580,Holland St @ Jay St,,-71.124909,42.399341,,Jay Street,Holland Street,Somerville,0,1,3.0
2236,door-nqncy-hancock,North Quincy - Hancock St,North Quincy - Hancock St,-71.030922,42.276631,,,,Quincy,2,1,
2237,node-rugg-olexit-fareunpaid,Ruggles,Ruggles - Unpaid side of exit-only gates,,,,,,Boston,3,1,
2238,door-astao-foley,Assembly - Foley St,Assembly - Foley St,-71.077661,42.393312,,,,Somerville,2,1,
2239,1545,Boylston St @ Heath St,,-71.142702,42.326254,,Heath Street,Boylston Street,Brookline,0,1,3.0
2240,2681,Highland Ave @ Benton Rd,,-71.105358,42.389013,,Benton Road,Highland Avenue,Somerville,0,1,3.0
2241,2887,Mystic Ave @ James St,,-71.108985,42.413741,,James Street,Mystic Avenue,Medford,0,1,3.0
2242,2891,Mystic Ave @ Whyte St,,-71.105247,42.40945,,Whyte Street,Mystic Avenue,Medford,0,1,3.0
2243,FR-0253-02,South Acton,South Acton - Commuter Rail - Track 2 (Boston),-71.457744,42.460375,,,,Acton,0,1,2.0
2244,18239,Cambridge St @ Arlington Rd,,-71.194413,42.493884,,,Cambridge Street,Burlington,0,1,3.0
2245,27,E Broadway @ N St,,-71.031087,42.335642,,N Street,East Broadway,Boston,0,1,3.0
2246,5740,Maverick,Maverick - Busway,-71.039615,42.369139,,Henry Street,Maverick Square,Boston,0,1,3.0
2247,8234,Cambridge St @ Church Ln,,-71.198846,42.509728,,Church Lane,Cambridge Street,Burlington,0,0,3.0
2248,node-eliot-boyle-bridge,Eliot,Eliot - Top of ramp to eastbound Boylston Street,-71.215228,42.318272,,,,Newton,3,1,
2249,3550,322 Lincoln St,,-70.916772,42.249192,,Shipyard Drive,Lincoln Street,Hingham,0,1,3.0
2250,node-dwnxg-stair10-lobby,Downtown Crossing,"Downtown Crossing - Bottom of stairs between Washington Street, Winter Street lobby and mezzanine",,,,,,Boston,3,1,
2251,70071,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,-71.085605,42.362355,,,,Cambridge,0,1,1.0
2252,node-wondl-nshoreplazastairs-street,Wonderland,Wonderland - Bottom of Revere Beach Plaza stairs from North Shore Road,-70.991935,42.413754,,,,Revere,3,1,
2253,8304,Fellsway W @ Fulton St,,-71.101209,42.425618,,Fulton Street,Fellsway West,Medford,0,1,3.0
2254,node-qnctr-burgin-door,Quincy Center,Quincy Center - Burgin Parkway entryway,-71.005374,42.251483,,,,Quincy,3,1,
2255,place-brmnl,Brigham Circle,,-71.104609,42.334229,"Huntington Ave and Francis St, Boston, MA",,,Boston,1,1,
2256,6408,Washington St @ Woodglen Rd,,-71.122396,42.244739,,Woodglen Road,Washington Street,Boston,0,1,3.0
2257,node-pktrm-stair7-rl,Park Street,Park Street - Bottom of stairs between Alewife platform and Government Center & North platform,,,,,,Boston,3,1,
2258,5258,Anawan Ave @ W Roxbury Pkwy,,-71.147859,42.284898,,Beech Street,Anawan Avenue,Boston,0,1,3.0
2259,32003,Quincy Center,Quincy Center - Berth 3,-71.005168,42.251847,,,Busway,Quincy,0,1,3.0
2260,7424,Lincoln Ave opp Laurel St,,-71.012307,42.444866,,Palmer Avenue,Lincoln Avenue,Saugus,0,1,3.0
2261,door-coecl-church,"Copley - Dartmouth St, Old South Church","Copley - Dartmouth St, Old South Church",-71.077551,42.350194,,,,Boston,2,1,
2262,14,Dorchester St @ Dorchester Ave,,-71.056582,42.329773,,Preble Street,Dorchester Street,Boston,0,1,3.0
2263,70202,Government Center,Government Center - Green Line - Copley & West,-71.059215,42.359705,,,,Boston,0,1,0.0
2264,70167,Eliot,Eliot - Green Line - (D) Riverside,-71.216949,42.319214,,,,Newton,0,2,0.0
2265,door-sstat-outmain,"South Station - Summer St, Atlantic Ave, Commuter Rail","South Station - Summer St, Atlantic Ave, Commuter Rail",-71.055071,42.352363,,,,Boston,2,2,
2266,node-chncl-fhlower-landing,Chinatown,Chinatown - Top of stairs between lobby and landing,,,,,,Boston,3,1,
2267,6479,512 Hyde Park Ave,,-71.118823,42.282975,,Destefano Road,Hyde Park Avenue,Boston,0,1,3.0
2268,2626,Elm St @ Saint James Ave,,-71.119271,42.391821,,Saint James Avenue,Elm Street,Somerville,0,1,3.0
2269,4002,S Franklin St @ Dresser Ave,,-71.007913,42.141379,,Dresser Avenue,South Franklin Street,Holbrook,0,1,3.0
2270,7327,Lynnfield St @ Kernwood Dr,,-70.971736,42.492859,,Holly Avenue,Lynnfield Street,Lynn,0,1,3.0
2271,5934,Franklin St @ Botolph St,,-71.075879,42.470215,,Walton Park,Franklin Street,Melrose,0,0,3.0
2272,2392,Cross St @ Alston St,,-71.090089,42.382591,,Chester Avenue,Cross Street,Somerville,0,1,3.0
2273,42819,Hyde Park Ave @ Wolcott Square,,-71.132696,42.237502,,Wolcott Square,Prescott Street,Boston,0,0,3.0
2274,4785,Humphrey St @ Rockaway Ave,,-70.885394,42.485749,,Tufts Street,Humphrey Street,Marblehead,0,1,3.0
2275,3826,Scammell St @ Mary St,,-70.992656,42.244162,,South Street,Scammell Street,Quincy,0,1,3.0
2276,4031,Franklin St @ Washington St,,-71.007314,42.201911,,,Franklin Street,Braintree,0,1,3.0
2277,780,Centre St @ Saint Theresa Ave,,-71.159427,42.278725,,Lorette Street,Centre Street,Boston,0,1,3.0
2278,71852,Chestnut St @ Great Plain Ave,,-71.237058,42.280087,,Great Plain Avenue,Chestnut Street,Needham,0,1,3.0
2279,111729,Blue Hill Ave - Tucker St to Brush Hill Rd (FLAG),,-71.095503,42.262627,,Austin Street,Blue Hill Avenue,Milton,0,0,3.0
2280,7318,Chestnut St @ Clough St,,-70.947217,42.476233,,Clough Street,Chestnut Street,Lynn,0,1,3.0
2281,56732,Lynn Classical High School,,-70.984499,42.46602,,,,Lynn,0,1,3.0
2282,4006,S Franklin St @ Holbrook HS,,-71.008428,42.149669,,Adams Street,South Franklin Street,Holbrook,0,0,3.0
2283,4035,Granite St @ Lundquist Dr,,-71.024,42.202928,,Emerald Avenue,Granite Street,Braintree,0,1,3.0
2284,6304,Playstead Rd @ Irving St - W Medford Sta,,-71.133027,42.4218,,Irving Street,Playstead Road,Medford,0,1,3.0
2285,node-410-platform,Airport,Airport - Bottom of Escalator 410,-71.030337,42.374406,,,,Boston,3,1,
2286,2862,Bunker Hill St @ Polk St,,-71.061439,42.378627,,Polk Street,Bunker Hill Street,Boston,0,1,3.0
2287,4824,Humphrey St @ Palmer Ave,,-70.894142,42.473987,,Palmer Avenue,Humphrey Street,Swampscott,0,1,3.0
2288,node-astao-717-platform,Assembly,Assembly - Bottom of Elevator 717,-71.077318,42.393058,,,,Somerville,3,1,
2289,4487,743 Western Ave,,-70.966695,42.461928,,,Western Avenue,Lynn,0,1,3.0
2290,node-brdwy-fareunpaid,Broadway,Broadway - Unpaid side of fare gates,,,,,,Boston,3,1,
2291,node-sdmnl-wall-fareunpaid,Suffolk Downs,Suffolk Downs - Unpaid side of fare gates,-70.997303,42.390616,,,,Boston,3,1,
2292,2634,Broadway @ Curtis St,,-71.127338,42.403375,,Curtis Street,Broadway,Somerville,0,1,3.0
2293,door-bomnl-main,Bowdoin - Cambridge St,Bowdoin - Cambridge St,-71.061971,42.36135,,,,Boston,2,2,
2294,BNT-0000-04,North Station,North Station - Commuter Rail - Track 4,-71.06273,42.366535,,,,Boston,0,1,2.0
2295,8428,Massachusetts Ave opp Paul Revere Rd,,-71.187952,42.425081,,Dundee Road,Massachusetts Avenue,Arlington,0,1,3.0
2296,3930,Washington St @ Gilbert Bean Dr,,-71.004448,42.205836,,Gilbert L Bean Drive,Washington Street,Braintree,0,1,3.0
2297,node-dwnxg-stair8-ol,Downtown Crossing,Downtown Crossing - Top of stairs between Forest Hills platform and Ashmont/Braintree platform,,,,,,Boston,3,1,
2298,node-orhte-benn-farepaid,Orient Heights,Orient Heights - Paid side of fare gates,-71.004634,42.387043,,,,Boston,3,1,
2299,node-forhl-nplatstairs-lobby,Forest Hills,Forest Hills - Top of Orange Line platform north stairs,-71.114086,42.300851,,,,Boston,3,1,
2300,NEC-2173-02,Route 128,Route 128 - Commuter Rail - Track 2 (Boston),-71.147134,42.210308,,,,Westwood,0,1,2.0
2301,86930,Main St @ Stow St,,-71.265195,42.376551,,Stow Street,Main Street,Waltham,0,1,3.0
2302,place-jaksn,Jackson Square,,-71.099592,42.323132,"1500 Columbus Ave, Jamaica Plain, MA",,,Boston,1,1,
2303,7966,Summer St opp Symmes Rd,,-71.164407,42.422609,,Hemlock Street,Summer Street,Arlington,0,1,3.0
2304,9203,Main St @ Grove St,,-71.066468,42.453221,,Grove Street,Main Street,Melrose,0,1,3.0
2305,971,Cambridge St @ Elko St,,-71.149226,42.349442,,Elko Street,Cambridge Street,Boston,0,1,3.0
2306,32760,748 Sea St,,-70.970705,42.264699,,,Sea Street,Quincy,0,1,3.0
2307,node-734-platform,Wollaston,Wollaston - Top of elevator between Newport Avenue lobby and platform,,,,,,Quincy,3,1,
2308,8596,Massachusetts Ave opp Pelham Rd,,-71.213845,42.440118,,Pelham Road,Massachusetts Avenue,Lexington,0,1,3.0
2309,41033,Centre St @ Crown Colony Dr,,-71.010995,42.233844,,,Centre Street,Quincy,0,1,3.0
2310,841,Lagrange St @ Virgil Rd,,-71.161613,42.283759,,Virgil Road,La Grange Street,Boston,0,1,3.0
2311,node-asmnl-peafareunpaid,Ashmont,Ashmont - Unpaid side of fare gates,-71.063999,42.285063,,,,Boston,3,1,
2312,node-898-street,North Quincy,North Quincy - Bottom of elevator between Newport Avenue and lobby,-71.031019,42.276337,,,,Quincy,3,1,
2313,2698,Broadway @ Cedar St,,-71.10781,42.398373,,Alfred Street,Broadway,Somerville,0,1,3.0
2314,door-wlsta-beale,"Wollaston - Beale Street, drop-off/pick-up","Wollaston - Beale Street, drop-off/pick-up",-71.019948,42.266639,,,,Quincy,2,1,
2315,1809,Park Dr @ Mountfort St,,-71.105903,42.348313,,Mountfort Street,Park Drive,Boston,0,1,3.0
2316,443,Norfolk St @ Morton St,,-71.086974,42.281691,,Morton Street,Norfolk Street,Boston,0,1,3.0
2317,12639,Broadway opp Cleveland St,,-71.13759,42.408827,,Cleveland Street,Broadway,Arlington,0,1,3.0
2318,door-unsqu-elevator,"Union Square - Prospect St, Webster Ave","Union Square - Prospect St, Webster Ave",-71.095045,42.377612,,,,Somerville,2,1,
2319,node-harsq-harstair-lobby,Harvard,Harvard - Top of stairs between Alewife platform and Church Street lobby,,,,,,Cambridge,3,1,
2320,node-dwnxg-stair7-rl,Downtown Crossing,Downtown Crossing - Bottom of stairs between Oak Grove platform and Ashmont/Braintree platform,,,,,,Boston,3,1,
2321,1411,Cambridge St @ Sixth St,,-71.08492,42.371607,,Sixth Street,Cambridge Street,Cambridge,0,1,3.0
2322,node-welln-ogstair-lobby,Wellington,Wellington - Top of Oak Grove stairs,-71.077068,42.402198,,,,Medford,3,1,
2323,7558,Vine St @ Essex St,,-71.021391,42.456605,,Essex Street,Vine Street,Saugus,0,1,3.0
2324,41618,Washington St @ Mansion Dr,,-71.215108,42.163146,,Manison Drive,Washington Street,Walpole,0,1,3.0
2325,5224,Centre St opp Buchanan Rd,,-71.1342,42.295711,,Shrewsbury Road,Centre Street,Boston,0,1,3.0
2326,8961,Readville St @ W Milton St,,-71.135767,42.238279,,West Milton Street,Readville Street,Boston,0,1,3.0
2327,3250,Sea St @ Lee St,,-70.973875,42.262071,,Post Island Road,Sea Street,Quincy,0,1,3.0
2328,563,Geneva Ave @ Olney St,,-71.07428,42.304962,,Olney Street,Geneva Avenue,Boston,0,1,3.0
2329,7439,Lincoln Ave @ Ballard St,,-70.9903,42.455321,,Ballard Street,Lincoln Avenue,Saugus,0,1,3.0
2330,node-762-top,Lechmere,Lechmere - Top of North First St Elevator 762,-71.076675,42.371655,,,,Cambridge,3,1,
2331,6857,Euclid Ave @ Verona St,,-70.950989,42.48541,,Verona Street,Euclid Avenue,Lynn,0,1,3.0
2332,node-401-landing,World Trade Center,World Trade Center - Bottom of second World Trade Center entrance escalator,,,,,,Boston,3,1,
2333,node-jfk-braganstair-lobby,JFK/UMass,"JFK/UMass - Top of northern stairs between Braintree, Alewife platform and lobby",-71.05228,42.320626,,,,Boston,3,1,
2334,3145,Huckins Ave @ Bellevue Rd,,-71.008621,42.297182,,Bellevue Road,Huckins Avenue,Quincy,0,1,3.0
2335,1290,Washington St opp Gardner Rd,,-71.129184,42.338497,,,Washington Street,Brookline,0,1,3.0
2336,BNT-0000-02,North Station,North Station - Commuter Rail - Track 2,-71.062829,42.366493,,,,Boston,0,1,2.0
2337,WML-0340-02,Westborough,Westborough - Commuter Rail - Track 2 (Boston),-71.647076,42.269644,,,,Westborough,0,1,2.0
2338,7449,Summer St @ Ames St,,-70.979584,42.460177,,North Ames Street,Summer Street,Lynn,0,1,3.0
2339,66721,Oxford St @ Washington St,,-70.946636,42.463901,,Washington Street,Oxford Street,Lynn,0,1,3.0
2340,4056,North St @ Cottage St,,-71.03837,42.166217,,Mill Street,North Street,Randolph,0,1,3.0
2341,70224,Summit Avenue,Summit Avenue - Green Line - Park Street & North,-71.125759,42.341027,,,,Brookline,0,2,0.0
2342,2113,Belmont St @ Woodleigh Rd,,-71.160444,42.376564,,Woodleigh Road,Belmont Street,Belmont,0,1,3.0
2343,node-wimnl-love-stairs,Wood Island,Wood Island - Top of stairs for Lovell Street,-71.023073,42.379476,,,,Boston,3,1,
2344,574,River St @ Cedar St,,-71.074869,42.271399,,Cedar Street,River Street,Boston,0,1,3.0
2345,39678,Commercial St @ Erickson St,,-70.988794,42.228832,,Erickson Street,Commercial Street,Braintree,0,0,3.0
2346,6393,Beacon St @ Albion St,,-71.115552,42.253865,,Albion Street,Beacon Street,Boston,0,0,3.0
2347,2898,Mystic Ave @ Mystic Apartments,,-71.093766,42.398911,,Moreland Street,Mystic Avenue,Somerville,0,1,3.0
2348,node-pktrm-stair5-rl,Park Street,Park Street - Bottom of stairs between Alewife platform and Copley & West platform,,,,,,Boston,3,1,
2349,2466,Appleton St @ Lublin St,,-71.198315,42.417717,,,Appleton Street,Arlington,0,1,3.0
2350,node-dwnxg-113fare-unpaid,Downtown Crossing,Downtown Crossing - Unpaid side of exit-only gate,,,,,,Boston,3,1,
2351,7352,Lynnfield St @ Trevett Ave,,-70.970954,42.494735,,Trevett Avenue,Lynnfield Street,Lynn,0,1,3.0
2352,8526,Centre St @ Commonwealth Ave,,-71.193394,42.335852,,Rice Street,Centre Street,Newton,0,1,3.0
2353,NEC-2276-01,Back Bay,Back Bay - Commuter Rail - Track 1,-71.075312,42.347283,,,,Boston,0,1,2.0
2354,8948,Alwin St @ Dedham Pkwy,,-71.143432,42.254636,,Dedham Parkway,Alwin Street,Boston,0,1,3.0
2355,node-forhl-splatstairs-lobby,Forest Hills,Forest Hills - Top of Orange Line platform south stairs,-71.114194,42.30069,,,,Boston,3,1,
2356,394,Warren St @ Waverly St,,-71.081813,42.321585,,Copeland Street,Warren Street,Boston,0,1,3.0
2357,5907,Lexington St @ Shelby St,,-71.028218,42.381133,,East Eagle Street,Lexington Street,Boston,0,1,3.0
2358,7809,River St @ School Ave,,-71.223273,42.370821,,School Avenue,River Street,Waltham,0,1,3.0
2359,854,Massachusetts Ave @ Harrison Ave,,-71.07511,42.334748,,Harrison Avenue,Massachusetts Avenue,Boston,0,1,3.0
2360,1638,West St @ Lyons St,,-71.022923,42.24158,,Hynes Avenue,West Street,Quincy,0,1,3.0
2361,6529,Reservation Rd @ River St,,-71.131076,42.252264,,River Street,Reservation Road,Boston,0,1,3.0
2362,88618,Washington St @ Polley Ln,,-71.221995,42.154754,,Short Street,Washington Street,Walpole,0,1,3.0
2363,970,Cambridge St @ Sparhawk St,,-71.147347,42.350124,,Sparhawk Street,Cambridge Street,Boston,0,1,3.0
2364,9101,Winthrop St @ Winford Way,,-71.131749,42.43379,,Robinson Road,Winthrop Street,Medford,0,1,3.0
2365,9144,1075 Main St,,-71.158938,42.518623,,North Maple Street,Main Street,Woburn,0,1,3.0
2366,11812,Spring St @ Spring St Apartments,,-71.161546,42.277964,,,Spring Street,Boston,0,1,3.0
2367,7763,Worthen Rd @ Waltham St,,-71.232673,42.440847,,Waltham Street,Worthen Road,Lexington,0,1,3.0
2368,70102,Quincy Center,Quincy Center - Red Line - Alewife,-71.005409,42.251809,,,,Quincy,0,1,1.0
2369,6371,River St opp Massasoit St,,-71.101746,42.263764,,Massasoit Street,River Street,Boston,0,1,3.0
2370,node-jfk-ashsydstair-platform,JFK/UMass,"JFK/UMass - Bottom of stairs between Ashmont, Alewife platform and Sydney Street",-71.052405,42.320063,,,,Boston,3,1,
2371,2170,Garden St opp Mason St,,-71.122342,42.376891,,Waterhouse Street,Garden Street,Cambridge,0,1,3.0
2372,81686,Crafts St @ Harding St,,-71.22195,42.360336,,Harding Street,Crafts Street,Newton,0,1,3.0
2373,170137,Babcock Street,Babcock Street - Green Line - (B) Boston College,-71.120257,42.351695,,,,Boston,0,1,0.0
2374,door-nqncy-newport,North Quincy - Newport Ave Extension,North Quincy - Newport Ave Extension,-71.031184,42.276483,,,,Quincy,2,1,
2375,2471,Wachusett Ave @ Florence Ave,,-71.185596,42.417934,,Florence Avenue,Wachusett Avenue,Arlington,0,1,3.0
2376,1573,Blue Hill Ave @ W Cottage St,,-71.077688,42.320324,,West Cottage Street,Blue Hill Avenue,Boston,0,1,3.0
2377,4815,Humphrey St @ Greenwood Ave,,-70.910436,42.467678,,Greenwood Avenue,Humphrey Street,Swampscott,0,1,3.0
2378,NEC-2287-13,South Station,South Station - Commuter Rail - Track 13,-71.05493,42.350742,,,,Boston,0,1,2.0
2379,8830,Main St @ Rose Hill Way,,-71.220963,42.377832,,Rose Hill Way,Main Street,Waltham,0,1,3.0
2380,38501,Union St @ Middle St,,-70.988589,42.21316,,Middle Street,Union Street,Braintree,0,1,3.0
2381,2221,Broadway @ Lee St,,-71.104669,42.370697,,Lee Street,Broadway,Cambridge,0,1,3.0
2382,place-WR-0120,Reading,,-71.108294,42.52221,"35 Lincoln St, Reading, MA 01867",,,Reading,1,1,
2383,2152,Concord Ave opp Fawcett St,,-71.146219,42.389131,,Fawcett Street,Concord Avenue,Cambridge,0,1,3.0
2384,1750,Heath St @ Walden St,,-71.104744,42.326014,,Walden Street,Heath Street,Boston,0,1,3.0
2385,NHRML-0055-01,West Medford,West Medford - Commuter Rail - Track 1 (Outbound),-71.133342,42.421776,,,,Medford,0,2,2.0
2386,6397,Summit St @ Metropolitan Ave,,-71.109476,42.252143,,,Summit Street,Milton,0,1,3.0
2387,node-harsq-harfarepaid,Harvard,Harvard - Paid side of Church Street fare gates,-71.118802,42.374353,,,,Cambridge,3,1,
2388,node-864-lobby,Wellington,Wellington - Top of elevator between Oak Grove platform and lobby,-71.077061,42.40194,,,,Medford,3,1,
2389,5415,Cross St @ Stevens St,,-71.063053,42.419322,,Stevens Street,Cross Street,Malden,0,0,3.0
2390,1687,Cambridge Rd @ Bedford Rd,,-71.185216,42.47988,,,Cambridge Street,Woburn,0,1,3.0
2391,DB-2230-01,Morton Street,Morton Street - Commuter Rail - Track 1 (Outbound),-71.085475,42.280994,,,,Boston,0,1,2.0
2392,17166,Cabot St @ Stone St,,-70.883524,42.542877,,School Street,Cabot Street,Beverly,0,1,3.0
2393,13321,Townsend St @ Warren St,,-71.083219,42.316392,,Warren Street,Townsend Street,Boston,0,1,3.0
2394,6166,Loring Ave @ Monroe Rd,,-70.8949,42.497371,,Station Road,Loring Avenue,Salem,0,1,3.0
2395,2051,Mt Auburn St @ Franklin St,,-71.176092,42.368385,,Franklin Street,Mount Auburn Street,Watertown,0,1,3.0
2396,2300,Massachusetts Ave opp Beech St,,-71.12071,42.389913,,Porter Road,Massachusetts Avenue,Cambridge,0,1,3.0
2397,23835,Middle St @ Rockaway Ave,,-70.951226,42.190727,,Rockway Avenue,Middle Street,Weymouth,0,1,3.0
2398,10625,Washington St opp Heron St,,-71.148551,42.26883,,Heron Street,Washington Street,Boston,0,1,3.0
2399,71263,Adams St @ Milton St - Cedar Grove Sta,,-71.059163,42.279763,,Milton Street,Adams Street,Boston,0,1,3.0
2400,2556,N Harvard St @ Hooker St,,-71.127014,42.358742,,Hooker Street,North Harvard Street,Boston,0,1,3.0
2401,5992,Washington St @ Grove St,,-71.071995,42.43545,,Winter Street,Washington Street,Malden,0,0,3.0
2402,15060,Highland Ave @ Sturges St,,-71.091909,42.440755,,Sturges Street,Highland Avenue,Medford,0,1,3.0
2403,9155,Riverside Ave @ Foster Ct,,-71.096531,42.412626,,Carolina Street,Riverside Avenue,Medford,0,1,3.0
2404,7486,Main St @ Lynn Fells Pkwy,,-71.035003,42.472172,,Lynn Fells Parkway,Main Street,Saugus,0,1,3.0
2405,3361,Granite Ave @ Wood St,,-71.042534,42.260856,,Wood Street,Granite Avenue,Milton,0,1,3.0
2406,38502,Union St @ Cleveland Ave,,-70.99422,42.211166,,Cleveland Avenue,Union Street,Braintree,0,1,3.0
2407,9115,Main St opp Richardson St,,-71.140856,42.460897,,Richardson Street,Main Street,Winchester,0,0,3.0
2408,NHRML-0055,West Medford,West Medford - Commuter Rail,-71.133342,42.421776,,,,Medford,0,2,2.0
2409,109875,Beach Rd @ Locust St,,-70.973709,42.382589,,Locust Street,Beach Road,Winthrop,0,1,3.0
2410,WR-0062-B3,Wyoming Hill - Main St @ W Wyoming Ave,Wyoming Hill - Commuter Rail Boston Shuttle - Main St @ W Wyoming Ave,-71.067473,42.451565,,West Wyoming Avenue,Main Street,Melrose,0,1,3.0
2411,7185,Cabot St opp Columbia Rd,,-70.888526,42.567781,,Columbia Road,Cabot Street,Beverly,0,1,3.0
2412,3716,155 Quincy Ave,,-70.969541,42.227189,,Edgemont Road,Quincy Avenue,Braintree,0,1,3.0
2413,5523,Broadway @ Estes St,,-71.042819,42.423102,,Estes Street,Broadway,Everett,0,1,3.0
2414,node-336-middle,Davis,Davis - Bottom of Escalator 336,,,,,,Somerville,3,1,
2415,5267,Fellsway @ Central Ave,,-71.086105,42.417857,,Central Avenue,Fellsway,Medford,0,0,3.0
2416,8147,Oak St @ Elliot St,,-71.221019,42.312557,,Elliot Street,Oak Street,Newton,0,1,3.0
2417,6522,Dedham Pkwy @ Georgetowne Dr,,-71.143083,42.255639,,Georgetowne Drive,Dedham Parkway,Boston,0,1,3.0
2418,door-sull-main,"Sullivan Square - Buses, Parking, Street","Sullivan Square - Buses, Parking, Street",-71.076635,42.384309,,,,Boston,2,1,
2419,4758,New Ocean St @ Burrill St,,-70.921446,42.470525,,Burrill Street,New Ocean Street,Swampscott,0,1,3.0
2420,1749,Heath St opp Hayden St,,-71.106369,42.326342,,,Heath Street,Boston,0,1,3.0
2421,2312,Massachusetts Ave @ Wendell St,,-71.119571,42.381631,,Wendell Street,Massachusetts Avenue,Cambridge,0,1,3.0
2422,FB-0118-01,Dedham Corporate Center,Dedham Corporate Center - Commuter Rail - Track 1 (Outbound),-71.174254,42.227079,,,,Dedham,0,1,2.0
2423,3393,Adams St @ Pilgrim Rd,,-71.035688,42.256907,,Pilgrim Road,Adams Street,Milton,0,1,3.0
2424,1214,Faneuil St @ Oak Square,,-71.167349,42.351196,,Bigelow Street,Faneuil Street,Boston,0,1,3.0
2425,3939,Washington St @ Elm St,,-71.003952,42.220798,,Storrs Avenue,Washington Street,Braintree,0,1,3.0
2426,15660,Blue Hill Ave @ Devon St,,-71.081431,42.310921,,Devon Street,Blue Hill Avenue,Boston,0,1,3.0
2427,773,Centre St @ Bogandale Rd,,-71.160407,42.276464,,Autumn Street,Centre Street,Boston,0,1,3.0
