,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type
232,node-harsq-sbramp-platform,Harvard,Harvard - Ramp between Ashmont/Braintree platform and fare gates,,,,,,Cambridge,3,1,
233,node-148-platform,Tufts Medical Center,Tufts Medical Center - Bottom of Escalator 148,,,,,,Boston,3,1,
234,1484,Dudley St @ E Cottage St,,-71.072135,42.321419,,East Cottage Street,Dudley Street,Boston,0,1,3.0
235,1569,Blue Hill Ave @ Quincy St,,-71.078817,42.314494,,Quincy Street,Blue Hill Avenue,Boston,0,1,3.0
236,4949,Margin St @ Roycroft Rd,,-70.916697,42.535353,,Roy Croft Road,Margin Street,Peabody,0,0,3.0
237,3605,319 Lincoln St,,-70.916949,42.249358,,Shipyard Drive,Lincoln Street,Hingham,0,1,3.0
238,3785,Quincy Ave @ Water St,,-70.997708,42.24377,,Water Street,Quincy Avenue,Quincy,0,1,3.0
239,393,Warren St @ Woodbine St,,-71.08138,42.319956,,Woodbine Street,Warren Street,Boston,0,1,3.0
240,3110,Wilson Ave @ Belmont St,,-71.030307,42.268246,,Belmont Street,Wilson Avenue,Quincy,0,1,3.0
241,1292,Washington St @ Beacon St,,-71.135066,42.339199,,Beacon Street,Washington Street,Brookline,0,1,3.0
242,7547,665 Broadway,,-71.029982,42.443002,,Blue Hill Avenue,Broadway,Malden,0,1,3.0
243,node-419-middle,South Station,South Station - Bottom of Escalator 419,,,,,,Boston,3,1,
244,2363,Medford St @ Lewis Ave,,-71.147613,42.416863,,,Medford Street,Arlington,0,1,3.0
245,node-brntn-crstairs-bottom,Braintree,Braintree - Bottom of Commuter Rail platform stairs,-71.001345,42.207631,,,,Braintree,3,1,
246,49915,Montvale Ave opp Eastern Ave,,-71.144219,42.481552,,Eastern Avenue,Montvale Avenue,Woburn,0,1,3.0
247,12301,Massachusetts Ave @ Upland Rd,,-71.119545,42.388229,,Upland Road,Massachusetts Avenue,Cambridge,0,1,3.0
248,node-715-street,Orient Heights,Orient Heights - Bottom of Elevator 715,-71.004704,42.386795,,,,Boston,3,1,
249,98618,Main St @ Stone St,,-71.25294,42.145831,,Stone Street,Main Street,Walpole,0,1,3.0
250,9133,Main St @ Fisher Terr,,-71.155907,42.497441,,Fisher Terrace,Main Street,Woburn,0,1,3.0
251,32619,83 Washington St opp Ellis Ave,,-71.191353,42.210459,,Ellis Avenue,Washington Street,Norwood,0,1,3.0
252,3520,Washington St @ Fowler St,,-70.992055,42.249568,,Fowler Street,Washington Street,Quincy,0,0,3.0
253,node-927-rl,South Station,South Station - Bottom of Elevator 927,,,,,,Boston,3,1,
254,node-417-platform,Courthouse,Courthouse - Bottom of escalator from outbound platform to exit-only gates,,,,,,Boston,3,1,
255,node-pktrm-tremstairfare-paid,Park Street,Park Street - Paid side of fare gates,,,,,,Boston,3,1,
256,9226,Main St @ Grove St,,-71.066447,42.453018,,Grove Street,Main Street,Melrose,0,1,3.0
257,node-river-fareunpaid,Riverside,Riverside - Unpaid side of fare gates,-71.252685,42.337352,,,,Newton,3,1,
258,7644,Washington St @ Court St,,-71.201322,42.353025,,Court Street,Washington Street,Newton,0,1,3.0
259,23537,Pleasant St @ Kensington St,,-71.159217,42.409072,,Gould Road,Pleasant Street,Arlington,0,1,3.0
260,4061,North St @ Mill St,,-71.038501,42.165905,,Cottage Street,North Street,Randolph,0,1,3.0
261,4089,Willard St @ Thistle Rd,,-71.030926,42.22958,,Purgatory Road,Willard Street,Quincy,0,1,3.0
262,4229,N Main St @ Langley Rd,,-71.040192,42.137248,,North Main Street,South Main Street,Randolph,0,1,3.0
263,792,Belgrade Ave @ Penfield St,,-71.135028,42.286241,,Penfield Street,Belgrade Avenue,Boston,0,1,3.0
264,GB-0222,Prides Crossing,Prides Crossing - Commuter Rail,-70.825541,42.559446,,,,Beverly,0,2,2.0
265,7883,South Rd @ Great Rd,,-71.279122,42.491701,,The Great Road,South Road,Bedford,0,1,3.0
266,1141,Centre St opp New Heath St,,-71.096534,42.326102,,New Heath Street,Centre Street,Boston,0,1,3.0
267,node-mlmnl-fareunpaid,Malden Center,Malden Center - Unpaid side of fare gates,-71.074214,42.426814,,,,Malden,3,1,
268,4925,Washington St @ Hingston St,,-70.938798,42.520137,,Hingston Street,Washington Street,Peabody,0,1,3.0
269,place-NEC-1659,Wickford Junction,,-71.491147,41.581289,"1011 Ten Rod Rd, North Kingstown, RI",,,North Kingstown,1,1,
270,door-shmnl-savin,Savin Hill - Savin Hill Ave,Savin Hill - Savin Hill Ave,-71.053302,42.311299,,,,Boston,2,1,
271,node-coecl-ebfareunpaid,Copley,Copley - Unpaid side of fare gates,-71.078072,42.349835,,,,Boston,3,1,
272,49846,MITRE Corp Inner Rd,,-71.239692,42.50372,,,,Bedford,0,1,3.0
273,node-smmnl-sbstairs-platform,Shawmut,Shawmut - Bottom of Ashmont stairs,-71.065922,42.293212,,,,Boston,3,1,
274,70242,Symphony,Symphony - Green Line - Park Street & North,-71.085056,42.342687,,,,Boston,0,2,0.0
275,1427,Cambridge St @ Camelia Ave - Cambridge Hospital,,-71.104467,42.37428,,Highland Avenue,Cambridge Street,Cambridge,0,1,3.0
276,node-nqncy-sfareunpaid,North Quincy,North Quincy - Unpaid side of Squantum Street fare gates,-71.029517,42.275154,,,,Quincy,3,1,
277,MM-0023-S,JFK/UMass,JFK/UMass - Commuter Rail - Track 1 (All Trains),-71.052391,42.320685,,,,Boston,0,1,2.0
278,70180,Brookline Village,Brookline Village - Green Line - Park Street & North,-71.116751,42.332614,,,,Brookline,0,1,0.0
279,5240,Morton St @ Courtland Rd,,-71.093576,42.286305,,Courtland Road,Morton Street,Boston,0,1,3.0
280,8819,Main St @ Edenfield Ave,,-71.194738,42.370766,,Edenfield Avenue,Main Street,Watertown,0,1,3.0
281,3938,Washington St @ River St,,-71.003573,42.21969,,River Street,Washington Street,Braintree,0,1,3.0
282,6573,S Huntington Ave @ VA Hospital,,-71.111284,42.326594,,,South Huntington Avenue,Boston,0,1,3.0
283,4023,Granite St @ Davis Rd,,-71.023141,42.215992,,Davis Road,Granite Street,Braintree,0,1,3.0
284,8855,Main St @ Mountain St,,-71.161074,42.514716,,Mountain Street,Main Street,Woburn,0,1,3.0
285,88171,Main St opp Green St,,-71.189316,42.368712,,Green Street,Main Street,Watertown,0,0,3.0
286,node-396-lobby,Aquarium,Aquarium - Bottom of escalator from lobby to State Street,,,,,,Boston,3,1,
287,7859,School St @ Lexington St,,-71.235172,42.378014,,Park Place,School Street,Waltham,0,1,3.0
288,4602,North St @ Dearborn St,,-70.902835,42.528164,,Dearborn Street,North Street,Salem,0,1,3.0
289,109809,Pauline St opp Woodside Ave,,-70.987693,42.375909,,Woodside Avenue,Pauline Street,Winthrop,0,1,3.0
290,node-state-cityhall-fareunpaid,State,State - Unpaid side of fare gates,,,,,,Boston,3,1,
291,70510,Ball Square,Ball Square - Green Line - Copley & West,-71.111207,42.400103,,,,Medford,0,1,0.0
292,10820,Veterans Hospital West Roxbury,,-71.171831,42.275343,,,,Boston,0,1,3.0
293,node-307-lobby,Sullivan Square,Sullivan Square - Top of Escalator 307,,,,,,Boston,3,1,
294,place-wlsta,Wollaston,,-71.020337,42.266514,"90 Woodbine St, Quincy, MA 02171",,,Quincy,1,1,
295,3479,191 Adams St,,-71.066035,42.265999,,,Adams Street,Milton,0,1,3.0
296,3934,Washington St @ Sherbrooke Ave,,-71.004498,42.212779,,Robinson Avenue,Washington Street,Braintree,0,1,3.0
297,2349,Cross St @ Gilmore Rd,,-71.159784,42.403357,,Lake Street,Cross Street,Belmont,0,1,3.0
298,5019,College Ave @ Francesca Ave,,-71.11951,42.399088,,Francesca Avenue,College Avenue,Somerville,0,1,3.0
299,9122,Main St @ Green St,,-71.149603,42.474754,,Green Street,Main Street,Woburn,0,1,3.0
300,1444,Arsenal St @ Elm St,,-71.155659,42.362711,,Elm Street,Arsenal Street,Watertown,0,1,3.0
301,70187,Fenway,Fenway - Green Line - (D) Riverside,-71.104968,42.345029,,,,Boston,0,1,0.0
302,2360,Park Ave opp Wachusett Ave,,-71.18202,42.413325,,Wachusett Avenue,Park Avenue,Arlington,0,0,3.0
303,8442,Bedford St @ Larchmont Ln,,-71.237183,42.45818,,Larchmont Lane,Bedford Street,Lexington,0,1,3.0
304,2459,Somerville Ave @ Mossland St,,-71.116555,42.387206,,Mossland Street,Somerville Avenue,Somerville,0,1,3.0
305,2446,Prospect St @ Bishop Allen Dr,,-71.103015,42.366394,,Bishop R Allen Drive,Prospect Street,Cambridge,0,1,3.0
306,4801,Pleasant St @ Essex St,,-70.855517,42.502769,,Spring Street,Pleasant Street,Marblehead,0,1,3.0
307,2275,Massachusetts Ave @ Teel St,,-71.138361,42.402768,,Thorndike Street,Massachusetts Avenue,Arlington,0,1,3.0
308,109893,Pauline St @ Woodside Ave,,-70.987603,42.375811,,Woodside Avenue,Pauline Street,Winthrop,0,1,3.0
309,109844,Shirley St @ Pontos St,,-70.96932,42.36538,,Pontos Street,Shirley Street,Winthrop,0,1,3.0
310,7332,Lynnfield St @ Harris Rd,,-70.975966,42.500133,,Harris Road,Lynnfield Street,Lynn,0,1,3.0
311,6121,Loring Ave opp Leggs Hill Rd,,-70.893378,42.492143,,,Loring Avenue,Salem,0,0,3.0
312,1500,Dudley St @ Howard Ave,,-71.071274,42.320062,,Howard Avenue,Dudley Street,Boston,0,1,3.0
313,350,Dorchester Ave @ Dewar St,,-71.057799,42.310088,,Dewar Street,Dorchester Avenue,Boston,0,1,3.0
314,3881,Washington St opp Peach St,,-71.008626,42.185997,,Peach Street,Washington Street,Braintree,0,1,3.0
315,2250,Massachusetts Ave @ Daniels St,,-71.17941,42.424123,,Daniels Street,Massachusetts Avenue,Arlington,0,1,3.0
316,node-334-platform,Braintree,Braintree - Top of Red Line platform downward escalator,-71.001694,42.207274,,,,Braintree,3,1,
317,3,Washington St @ Melnea Cass Blvd - Silver Line,Washington St @ Melnea Cass Blvd - Silver Line - South Station/Downtown Crossing,-71.080799,42.333021,"Washington St and Melnea Cass Blvd, Roxbury, MA",Melnea Cass Boulevard,Washington Street,Boston,0,1,3.0
318,door-knncl-sbsecond,"Kendall/MIT - Main St, Third St","Kendall/MIT - Main St, Third St",-71.084862,42.362232,,,,Cambridge,2,2,
319,node-418-entrance,Courthouse,Courthouse - Top of escalator from lobby to Fan Pier Boulevard,,,,,,Boston,3,1,
320,5264,Fellsway W @ Salem St,,-71.089799,42.423833,,Salem Street,Fellsway West,Medford,0,1,3.0
321,node-394-platform,Aquarium,Aquarium - Bottom of escalator from Wonderland platform to State Street,,,,,,Boston,3,1,
322,4373,Edge Hill Rd opp Westvale Rd,,-71.049864,42.254584,,Westvale Road,Edgehill Road,Milton,0,1,3.0
323,2845,Bunker Hill St @ Baldwin St,,-71.069733,42.382401,,Baldwin Street,Bunker Hill Street,Boston,0,1,3.0
324,1506,Hancock St @ Trull St,,-71.064654,42.312677,,Trull Street,Hancock Street,Boston,0,1,3.0
325,15038,George St @ Burget Ave,,-71.116526,42.412848,,Marston Street,George Street,Medford,0,1,3.0
326,70226,Brandon Hall,Brandon Hall - Green Line - Park Street & North,-71.12866,42.340038,,,,Brookline,0,2,0.0
327,7545,Broadway @ Central Ave,,-71.032076,42.439924,,Elwell Street,Broadway,Malden,0,1,3.0
328,node-chncl-ogfareunpaid,Chinatown,Chinatown - Unpaid side of fare gates,,,,,,Boston,3,1,
329,1528,High St opp Edgehill Rd,,-71.119349,42.327678,,Edgehill Road,High Street,Brookline,0,1,3.0
330,node-state-wonderlandoldstatestairs-landing,State,"State - Top of stairs between Wonderland platform and State St, Devonshire St",,,,,,Boston,3,1,
331,node-401-top,World Trade Center,World Trade Center - Top of second World Trade Center entrance escalator,,,,,,Boston,3,1,
332,2296,Massachusetts Ave @ Norris St,,-71.128749,42.39586,,Norris Street,Massachusetts Avenue,Cambridge,0,1,3.0
333,5588,Woodlawn Ave @ Washington Ave,,-71.031519,42.412336,,Washington Avenue,Woodlawn Avenue,Chelsea,0,1,3.0
334,55012,Alford St @ MBTA Charlestown Garage,,-71.072882,42.386901,,,Alford Street,Boston,0,1,3.0
335,door-eliot-boylwr,Eliot - Boylston St Westbound (Ramp),Eliot - Boylston St Westbound (Ramp),-71.21543,42.318555,,,,Newton,2,1,
336,904,Park St @ Elmwood St,,-71.182378,42.355599,,Elmwood Street,Park Street,Newton,0,0,3.0
337,7443,Boston St opp Hamilton St,,-70.988635,42.460498,,Hamilton Street,Boston Street,Lynn,0,1,3.0
338,374,Talbot Ave @ Talbot Station,,-71.077978,42.292015,,Westcott Street,Talbot Avenue,Boston,0,1,3.0
339,node-wlsta-newprampup-middle,Wollaston,Wollaston - Bottom of ramp between Newport Avenue and ramp to lobby,,,,,,Quincy,3,1,
340,109891,Pleasant St @ Somerset Ave,,-70.989729,42.373301,,Somerset Avenue,Pleasant Street,Winthrop,0,0,3.0
341,537,Dorchester Ave @ Gallivan Blvd,,-71.0659,42.280386,,Gallivan Boulevard,Dorchester Avenue,Boston,0,1,3.0
342,2463,Rindge Ave @ Clifton St,,-71.136374,42.393791,,Clifton Street,Rindge Avenue,Cambridge,0,1,3.0
343,node-436-lobby,Arlington,Arlington - Top of westbound escalator,,,,,,Boston,3,1,
344,node-andrw-ibramp-top,Andrew,Andrew - Top of inbound lobby ramp,,,,,,Boston,3,1,
345,node-130-lobby,Forest Hills,Forest Hills - Top of Orange Line platform south escalator,-71.114218,42.300698,,,,Boston,3,1,
346,node-kencl-commstair-lobby,Kenmore,Kenmore - Bottom of Commonwealth Avenue stairs,,,,,,Boston,3,1,
347,8230,Cambridge St opp Chestnut Ave,,-71.207494,42.51636,,Chestnut Avenue,Cambridge Street,Burlington,0,1,3.0
348,16459,Cummins Hwy @ Regis Rd,,-71.096952,42.269672,,Regis Road,Cummins Highway,Boston,0,1,3.0
349,270,Columbia Rd @ P St,,-71.027186,42.332487,,P Street,Columbia Road,Boston,0,2,3.0
350,38492,Elm St opp Drinkwater Ave,,-70.992802,42.226402,,Elm Lawn Road,Elm Street,Braintree,0,1,3.0
351,5236,Washington St @ Glen Rd,,-71.104245,42.309638,,Glen Road,Washington Street,Boston,0,1,3.0
352,door-ccmnl-main,"Community College - Community College, Rutherford Ave","Community College - Community College, Rutherford Ave",-71.0696,42.373719,,,,Boston,2,1,
353,3181,Wilson Ave @ Mascoma St,,-71.03124,42.267577,,Mascoma Street,Wilson Avenue,Quincy,0,1,3.0
354,632,Washington St @ Cornell St,,-71.135573,42.279437,,Cornell Street,Washington Street,Boston,0,1,3.0
355,1184,Washington St opp Townsend St,,-71.094006,42.320155,,Townsend Street,Washington Street,Boston,0,1,3.0
356,15,Dorchester St @ Vinton St,,-71.054238,42.330825,,Vinton Street,Dorchester Street,Boston,0,1,3.0
357,node-mgngl-ramp-top,Magoun Square,Magoun Square - Top of ramp,-71.106128,42.393326,,,,Somerville,3,1,
358,1104,N Beacon St opp Vineland St,,-71.152801,42.357,,Vineland Street,North Beacon Street,Boston,0,1,3.0
359,11735,Ames St @ Franklin Field,,-71.082689,42.290104,,Stratton Street,Ames Street,Boston,0,1,3.0
360,8818,Main St @ Waverley Ave,,-71.191645,42.369972,,Waverley Avenue,Main Street,Watertown,0,1,3.0
361,5911,Grove St @ Lebanon St,,-71.05947,42.453508,,Lebanon Street,Grove Street,Melrose,0,1,3.0
362,17463,Central Ave @ Kennedy Dr,,-71.029756,42.438142,,Kennedy Drive,Central Avenue,Malden,0,1,3.0
363,6517,Turtle Pond Pkwy @ Bajko Rink,,-71.138871,42.248797,,,Turtle Pond Parkway,Boston,0,1,3.0
364,FR-0394,Shirley,Shirley - Commuter Rail,-71.648004,42.545089,,,,Shirley,0,2,2.0
365,node-bmmnl-farepaid,Beachmont,Beachmont - Paid side of fare gates,-70.992431,42.397464,,,,Revere,3,1,
366,38498,Middle St @ Townsend Ave,,-70.990871,42.21672,,Marshall Street,Middle Street,Braintree,0,1,3.0
367,node-900-lobby,North Quincy,North Quincy - Top of elevator between platform and Squantum Street lobby,-71.029739,42.275398,,,,Quincy,3,1,
368,71618,38 Washington St opp Sumner St,,-71.162993,42.256336,,Sumner Street,Washington Street,Dedham,0,1,3.0
369,33761,Gallivan Blvd opp Carruth St,,-71.059982,42.281631,,Carruth Street,Gallivan Boulevard,Boston,0,0,3.0
370,7844,Crescent St @ Brown St,,-71.243254,42.366263,,Brown Street,Crescent Street,Waltham,0,1,3.0
371,7740,Crafts St @ Waltham St,,-71.222829,42.360413,,Waltham Street,Crafts Street,Newton,0,1,3.0
372,node-906-passage,Haymarket,"Haymarket - Bottom of elevator between Green Line, busway and Orange Line passageway",,,,,,Boston,3,1,
373,door-bvmnl-boylston,"Brookline Village - Buses, Route 9","Brookline Village - Buses, Route 9",-71.116542,42.33266,,,,Brookline,2,1,
374,78452,Maple St @ Moody St,,-71.237722,42.367548,,Moody Street,Maple Street,Waltham,0,1,3.0
375,5392,Cross St @ Pelham St,,-71.061447,42.420159,,Pelham Street,Cross Street,Malden,0,1,3.0
376,WML-0125-02,Wellesley Farms,Wellesley Farms - Commuter Rail - Track 2,-71.272288,42.323608,,,,Wellesley,0,2,2.0
377,2574,51 Bow St,,-71.098527,42.38163,,Summer Street,Bow Street,Somerville,0,0,3.0
378,5783,Beach St opp Nahant Ave,,-70.99548,42.408817,,Nahant Avenue,Beach Street,Revere,0,1,3.0
379,1709,Blue Hill Ave @ Greenock St,,-71.089874,42.289639,,Callender Street,Blue Hill Avenue,Boston,0,1,3.0
380,4222,S Main St @ Stoughton St,,-71.04427,42.150475,,Woodland Parkway,South Main Street,Randolph,0,1,3.0
381,19,Dorchester St @ Old Harbor St,,-71.047576,42.334495,,Old Harbor Street,Dorchester Street,Boston,0,1,3.0
382,place-kencl,Kenmore,,-71.095169,42.348949,"Commonwealth Ave and Kenmore St, Boston, MA 02215",,,Boston,1,1,
383,5276,Fellsway @ Medford St,,-71.085794,42.41817,,Medford Street,Fellsway,Malden,0,0,3.0
384,70087,Savin Hill,Savin Hill - Red Line - Ashmont,-71.053678,42.310603,,,,Boston,0,1,1.0
385,6613,Opp 50 Castle Rd,,-70.935039,42.427895,,Castle Way,Castle Road,Nahant,0,1,3.0
386,place-NB-0072,Bellevue,,-71.145557,42.286588,"35 Colbert St, West Roxbury, MA 02132",,,Boston,1,1,
387,2677,Highland Ave @ Cedar St,,-71.11225,42.392088,,Cedar Street,Highland Avenue,Somerville,0,1,3.0
388,node-978-lobby,Park Street,Park Street - Bottom of elevator between Boston Common and Copley & West platform,-71.062692,42.356355,,,,Boston,3,1,
389,1660,Mystic St @ Davis Ave,,-71.152874,42.423843,,Davis Avenue,Mystic Street,Arlington,0,1,3.0
390,door-lech-firstracks,"Lechmere - Busway, North First St","Lechmere - Busway, North First St",-71.076726,42.3717,,,,Cambridge,2,1,
391,1296,Washington St opp Euston Rd,,-71.144416,42.344593,,Euston Road,Washington Street,Boston,0,1,3.0
392,4578,Centennial Dr opp Rt128 Ramp,,-70.953577,42.524241,,,Centennial Drive,Peabody,0,1,3.0
393,1382,43 W Dedham St,,-71.072691,42.341882,,,West Dedham Street,Boston,0,1,3.0
394,node-nqncy-nhfarepaid,North Quincy,"North Quincy - Paid side of Hancock Street, Newport Avenue fare gates",-71.030873,42.27643,,,,Quincy,3,1,
395,5396,Main St @ Peirce Ave,,-71.06424,42.41472,,Bellingham Avenue,Main Street,Everett,0,1,3.0
396,node-757-entrance,Kendall/MIT,Kendall/MIT - Top of Elevator 757 for Ashmont/Braintree platform,-71.086174,42.36211,,,,Cambridge,3,1,
397,4865,Salem St @ Humphrey St,,-70.892518,42.476289,,Humphrey Street,Salem Street,Swampscott,0,1,3.0
398,3574,Main St @ Firehouse,,-70.879979,42.231144,,Common Street,Main Street,Hingham,0,1,3.0
399,2293,Massachusetts Ave @ Park Ave,,-71.182803,42.424328,,Park Avenue,Massachusetts Avenue,Arlington,0,1,3.0
400,node-143-lobby,Back Bay,Back Bay - Top of Tracks 1-3 up escalator,,,,,,Boston,3,1,
401,268,Columbia Rd @ O St,,-71.029247,42.331676,,O Street,Columbia Road,Boston,0,2,3.0
402,2129,Trapelo Rd @ Slade St,,-71.180186,42.382659,,Slade Street,Trapelo Road,Belmont,0,1,3.0
403,BNT-0000-05,North Station,North Station - Commuter Rail - Track 5,-71.062601,42.366618,,,,Boston,0,1,2.0
404,5277,Fellsway @ Malden St,,-71.086004,42.419695,,Malden Street,Fellsway,Malden,0,0,3.0
405,2410,Boston Ave @ Winthrop St,,-71.121651,42.411509,,Winthrop Street,Boston Avenue,Medford,0,1,3.0
406,WR-0067,Melrose/Cedar Park,Melrose/Cedar Park - Commuter Rail,-71.069789,42.458768,,,,Melrose,0,2,2.0
407,439,247 Norfolk St opp Capen St,,-71.081358,42.284214,,Capen Street,Norfolk Street,Boston,0,1,3.0
408,68618,450 Washington St,,-71.174729,42.245904,,Bryant Street,Washington Street,Dedham,0,1,3.0
409,3348,Willard St @ Rogers St,,-71.035179,42.249679,,Rogers Street,Willard Street,Quincy,0,1,3.0
410,8546,Wiswall Rd @ Indian Ridge Rd,,-71.185245,42.29739,,Indian Ridge Road,Wiswall Road,Newton,0,1,3.0
411,3981,778 S Franklin St,,-71.008895,42.129761,,,South Franklin Street,Holbrook,0,1,3.0
412,2840,Main St @ Baldwin St,,-71.070852,42.38125,,Baldwin Street,Main Street,Boston,0,1,3.0
413,16881,26 Cambridge St @ Cafe Escadrille,,-71.18724,42.481971,,Ray Avenue,Cambridge Street,Burlington,0,1,3.0
414,7885,South Rd opp Hartford St,,-71.27875,42.487985,,Hartford Street,South Road,Bedford,0,1,3.0
415,70198,Park Street,Park Street - Green Line - (D) Riverside,-71.062424,42.356395,,,,Boston,0,1,0.0
416,node-sstat-400stair-rl,South Station,South Station - Bottom of stairs for Ashmont/Braintree,,,,,,Boston,3,1,
417,29003,Sullivan Square,Sullivan Square - Upper Berth 3,-71.076511,42.384266,,,Busway,Boston,0,1,3.0
418,2189,Bright Rd @ Washington St,,-71.161007,42.386639,,Washington Street,Bright Road,Belmont,0,1,3.0
419,4709,Point of Pines,,-70.967824,42.440343,,,,Revere,0,1,3.0
420,node-state-cityhall-farepaid,State,State - Paid side of fare gates,,,,,,Boston,3,1,
421,10413,Columbus Ave @ Weld Ave - Egleston Sq,,-71.097377,42.314898,,Dixwell Street,Columbus Avenue,Boston,0,1,3.0
422,278,E 8th St @ L St,,-71.035149,42.331504,,L Street,East Eighth Street,Boston,0,1,3.0
423,3687,Broad St @ Cottage St,,-70.927739,42.216401,,Cottage Street,Broad Street,Weymouth,0,1,3.0
424,2885,Mystic Ave opp Billings Ave,,-71.104066,42.408486,,Billings Avenue,Mystic Avenue,Medford,0,1,3.0
425,NEC-1969-04,Attleboro,Attleboro - Commuter Rail - Track 4 (Boston),-71.285094,41.940739,,,,Attleboro,0,1,2.0
426,3979,S Franklin St @ Laurel Pk,,-71.00752,42.134006,,Laurel Park,South Franklin Street,Holbrook,0,1,3.0
427,614,Washington St @ Rockingham Ave,,-71.154223,42.264139,,Rockingham Avenue,Washington Street,Boston,0,1,3.0
