,Route,Endpoint,Date,Time
8663,749,Tremont St @ Boylston Station to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8664,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8665,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8666,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8667,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8668,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8669,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:01:00
8670,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8671,749,Washington St @ Melnea Cass Blvd to Washington St @ Essex St,2023-10-22,00:01:00
8672,749,Washington St @ Essex St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8673,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8674,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:01:00
8675,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8676,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8677,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8678,749,Washington St @ E Berkeley St to Temple Pl @ Washington St,2023-10-22,00:02:00
8679,749,Temple Pl @ Washington St to Washington St @ Union Pk,2023-10-22,00:00:00
8680,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8681,749,Washington St @ W Dedham St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8682,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8683,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8684,749,Temple Pl @ Washington St to Washington St @ Herald St,2023-10-22,00:01:00
8685,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8686,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8687,749,Tremont St @ Boylston Station to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8688,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8689,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8690,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8691,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8692,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8693,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:01:00
8694,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8695,749,Washington St @ Melnea Cass Blvd to Washington St @ Essex St,2023-10-22,00:01:00
8696,749,Washington St @ Essex St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8697,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8698,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:01:00
8699,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8700,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8701,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8702,749,Washington St @ E Berkeley St to Temple Pl @ Washington St,2023-10-22,00:02:00
8703,749,Temple Pl @ Washington St to Washington St @ Union Pk,2023-10-22,00:00:00
8704,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8705,749,Washington St @ W Dedham St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8706,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8707,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8708,749,Temple Pl @ Washington St to Washington St @ Herald St,2023-10-22,00:01:00
8709,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8710,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8711,749,Tremont St @ Boylston Station to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8712,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8713,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8714,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8715,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8716,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8717,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:01:00
8718,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8719,749,Washington St @ Melnea Cass Blvd to Washington St @ Essex St,2023-10-22,00:01:00
8720,749,Washington St @ Essex St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8721,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8722,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:01:00
8723,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8724,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8725,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8726,749,Washington St @ E Berkeley St to Temple Pl @ Washington St,2023-10-22,00:02:00
8727,749,Temple Pl @ Washington St to Washington St @ Union Pk,2023-10-22,00:00:00
8728,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8729,749,Washington St @ W Dedham St to Temple Pl @ Washington St,2023-10-22,00:00:00
8730,749,Temple Pl @ Washington St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8731,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8732,749,Washington St @ W Newton St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8733,749,Tremont St @ Boylston Station to Washington St @ Herald St,2023-10-22,00:01:00
8734,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8735,749,Washington St @ Worcester St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8736,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8737,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8738,749,Washington St @ Massachusetts Ave to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8739,749,Washington St @ Tufts Med Ctr to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8740,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8741,749,Washington St @ Lenox St to Washington St @ Essex St,2023-10-22,00:01:00
8742,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8743,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8744,749,Washington St @ Melnea Cass Blvd to Washington St @ Herald St,2023-10-22,00:00:00
8745,749,Washington St @ Herald St to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8746,749,Washington St @ Massachusetts Ave to Washington St @ E Berkeley St,2023-10-22,00:00:00
8747,749,Washington St @ E Berkeley St to Washington St @ Worcester St,2023-10-22,00:01:00
8748,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8749,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8750,749,Nubian to Temple Pl @ Washington St,2023-10-22,00:01:00
8751,749,Temple Pl @ Washington St to Washington St @ W Dedham St,2023-10-22,00:00:00
8752,749,Washington St @ W Dedham St to Temple Pl @ Washington St,2023-10-22,00:00:00
8753,749,Temple Pl @ Washington St to Washington St @ Union Pk,2023-10-22,00:01:00
8754,749,Washington St @ Union Pk to Washington St @ W Newton St,2023-10-22,00:00:00
8755,749,Washington St @ W Newton St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8756,749,Tremont St @ Boylston Station to Washington St @ E Berkeley St,2023-10-22,00:01:00
8757,749,Washington St @ E Berkeley St to Washington St @ Worcester St,2023-10-22,00:00:00
8758,749,Washington St @ Worcester St to Washington St @ Herald St,2023-10-22,00:01:00
8759,749,Washington St @ Herald St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8760,749,Washington St @ Massachusetts Ave to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8761,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:00:00
8762,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:01:00
8763,749,Washington St @ Melnea Cass Blvd to Washington St @ Herald St,2023-10-22,00:00:00
8764,749,Washington St @ Herald St to Washington St @ Essex St,2023-10-22,00:01:00
8765,749,Washington St @ Essex St to Washington St @ E Berkeley St,2023-10-22,00:00:00
8766,749,Washington St @ E Berkeley St to Nubian,2023-10-22,00:01:00
8767,749,Nubian to Temple Pl @ Washington St,2023-10-22,00:01:00
8768,749,Temple Pl @ Washington St to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:00:00
8769,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ W Dedham St,2023-10-22,00:00:00
8770,749,Washington St @ W Dedham St to Temple Pl @ Washington St,2023-10-22,00:00:00
8771,749,Temple Pl @ Washington St to Washington St @ Lenox St,2023-10-22,00:01:00
8772,749,Washington St @ Lenox St to Washington St @ W Newton St,2023-10-22,00:00:00
8773,749,Washington St @ W Newton St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8774,749,Tremont St @ Boylston Station to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8775,749,Washington St @ Massachusetts Ave to Washington St @ Worcester St,2023-10-22,00:00:00
8776,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8777,749,Washington St @ E Newton St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8778,749,Washington St @ Massachusetts Ave to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8779,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:01:00
8780,749,Washington St @ Lenox St to Washington St @ Union Pk,2023-10-22,00:01:00
8781,749,Washington St @ Union Pk to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8782,749,Washington St @ Melnea Cass Blvd to Washington St @ Herald St,2023-10-22,00:00:00
8783,749,Washington St @ Herald St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8784,749,Washington St @ E Berkeley St to Washington St @ Herald St,2023-10-22,00:01:00
8785,749,Washington St @ Herald St to Nubian,2023-10-22,00:00:00
8786,749,Nubian to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8787,749,Washington St @ Tufts Med Ctr to Washington St @ W Dedham St,2023-10-22,00:00:00
8788,749,Washington St @ W Dedham St to Washington St @ W Newton St,2023-10-22,00:01:00
8789,749,Washington St @ W Newton St to Washington St @ Essex St,2023-10-22,00:01:00
8790,749,Washington St @ Essex St to Washington St @ Worcester St,2023-10-22,00:00:00
8791,749,Washington St @ Worcester St to Temple Pl @ Washington St,2023-10-22,00:00:00
8792,749,Temple Pl @ Washington St to Nubian,2023-10-22,00:01:00
8793,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8794,749,Washington St @ Massachusetts Ave to Tremont St @ Boylston Station,2023-10-22,00:00:00
8795,749,Tremont St @ Boylston Station to Temple Pl @ Washington St,2023-10-22,00:01:00
8796,749,Temple Pl @ Washington St to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:00:00
8797,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8798,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8799,749,Washington St @ Melnea Cass Blvd to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8800,749,Washington St @ Tufts Med Ctr to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8801,749,Washington St @ Massachusetts Ave to Washington St @ Worcester St,2023-10-22,00:01:00
8802,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8803,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8804,749,Nubian to Washington St @ Herald St,2023-10-22,00:00:00
8805,749,Washington St @ Herald St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8806,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:01:00
8807,749,Washington St @ Union Pk to Washington St @ E Berkeley St,2023-10-22,00:01:00
8808,749,Washington St @ E Berkeley St to Washington St @ W Dedham St,2023-10-22,00:00:00
8809,749,Washington St @ W Dedham St to Washington St @ Herald St,2023-10-22,00:01:00
8810,749,Washington St @ Herald St to Washington St @ W Newton St,2023-10-22,00:00:00
8811,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8812,749,Temple Pl @ Washington St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8813,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8814,749,Nubian to Washington St @ Worcester St,2023-10-22,00:00:00
8815,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8816,749,Tremont St @ Boylston Station to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8817,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8818,749,Washington St @ Massachusetts Ave to Washington St @ Essex St,2023-10-22,00:01:00
8819,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8820,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8821,749,Washington St @ Tufts Med Ctr to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8822,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8823,749,Washington St @ Melnea Cass Blvd to Temple Pl @ Washington St,2023-10-22,00:01:00
8824,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8825,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8826,749,Washington St @ E Newton St to Washington St @ Herald St,2023-10-22,00:00:00
8827,749,Washington St @ Herald St to Nubian,2023-10-22,00:01:00
8828,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8829,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:01:00
8830,749,Washington St @ Union Pk to Washington St @ E Berkeley St,2023-10-22,00:01:00
8831,749,Washington St @ E Berkeley St to Washington St @ W Dedham St,2023-10-22,00:00:00
8832,749,Washington St @ W Dedham St to Washington St @ Herald St,2023-10-22,00:01:00
8833,749,Washington St @ Herald St to Washington St @ W Newton St,2023-10-22,00:00:00
8834,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8835,749,Temple Pl @ Washington St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8836,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8837,749,Nubian to Washington St @ Worcester St,2023-10-22,00:00:00
8838,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8839,749,Tremont St @ Boylston Station to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8840,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8841,749,Washington St @ Massachusetts Ave to Washington St @ Essex St,2023-10-22,00:01:00
8842,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8843,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8844,749,Washington St @ Tufts Med Ctr to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8845,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8846,749,Washington St @ Melnea Cass Blvd to Temple Pl @ Washington St,2023-10-22,00:01:00
8847,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8848,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8849,749,Washington St @ E Newton St to Washington St @ Herald St,2023-10-22,00:00:00
8850,749,Washington St @ Herald St to Nubian,2023-10-22,00:01:00
8851,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8852,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:01:00
8853,749,Washington St @ Union Pk to Washington St @ E Berkeley St,2023-10-22,00:01:00
8854,749,Washington St @ E Berkeley St to Washington St @ W Dedham St,2023-10-22,00:00:00
8855,749,Washington St @ W Dedham St to Washington St @ Herald St,2023-10-22,00:01:00
8856,749,Washington St @ Herald St to Washington St @ W Newton St,2023-10-22,00:00:00
8857,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8858,749,Temple Pl @ Washington St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8859,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8860,749,Nubian to Washington St @ Worcester St,2023-10-22,00:00:00
8861,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8862,749,Tremont St @ Boylston Station to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8863,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8864,749,Washington St @ Massachusetts Ave to Washington St @ Essex St,2023-10-22,00:01:00
8865,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8866,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8867,749,Washington St @ Tufts Med Ctr to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8868,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8869,749,Washington St @ Melnea Cass Blvd to Temple Pl @ Washington St,2023-10-22,00:01:00
8870,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8871,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8872,749,Washington St @ E Newton St to Washington St @ Herald St,2023-10-22,00:00:00
8873,749,Washington St @ Herald St to Nubian,2023-10-22,00:01:00
8874,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8875,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:01:00
8876,749,Washington St @ Union Pk to Washington St @ E Berkeley St,2023-10-22,00:01:00
8877,749,Washington St @ E Berkeley St to Washington St @ W Dedham St,2023-10-22,00:00:00
8878,749,Washington St @ W Dedham St to Washington St @ Herald St,2023-10-22,00:01:00
8879,749,Washington St @ Herald St to Washington St @ W Newton St,2023-10-22,00:00:00
8880,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8881,749,Temple Pl @ Washington St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8882,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8883,749,Nubian to Washington St @ Worcester St,2023-10-22,00:00:00
8884,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8885,749,Tremont St @ Boylston Station to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8886,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8887,749,Washington St @ Massachusetts Ave to Washington St @ Essex St,2023-10-22,00:01:00
8888,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8889,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8890,749,Washington St @ Tufts Med Ctr to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8891,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8892,749,Washington St @ Melnea Cass Blvd to Temple Pl @ Washington St,2023-10-22,00:01:00
8893,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8894,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8895,749,Washington St @ E Newton St to Washington St @ Herald St,2023-10-22,00:00:00
8896,749,Washington St @ Herald St to Nubian,2023-10-22,00:01:00
8897,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8898,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:01:00
8899,749,Washington St @ Union Pk to Washington St @ E Berkeley St,2023-10-22,00:01:00
8900,749,Washington St @ E Berkeley St to Washington St @ W Dedham St,2023-10-22,00:00:00
8901,749,Washington St @ W Dedham St to Washington St @ Herald St,2023-10-22,00:01:00
8902,749,Washington St @ Herald St to Washington St @ W Newton St,2023-10-22,00:00:00
8903,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8904,749,Temple Pl @ Washington St to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8905,749,Washington St @ Tufts Med Ctr to Washington St @ Worcester St,2023-10-22,00:00:00
8906,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8907,749,Tremont St @ Boylston Station to Nubian,2023-10-22,00:01:00
8908,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8909,749,Washington St @ Massachusetts Ave to Washington St @ Essex St,2023-10-22,00:01:00
8910,749,Washington St @ Essex St to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:00:00
8911,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8912,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8913,749,Washington St @ Tufts Med Ctr to Washington St @ Lenox St,2023-10-22,00:01:00
8914,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8915,749,Washington St @ Melnea Cass Blvd to Temple Pl @ Washington St,2023-10-22,00:01:00
8916,749,Temple Pl @ Washington St to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8917,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8918,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:01:00
8919,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8920,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8921,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8922,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:02:00
8923,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8924,749,Washington St @ W Dedham St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8925,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8926,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8927,749,Temple Pl @ Washington St to Washington St @ Herald St,2023-10-22,00:01:00
8928,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8929,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8930,749,Tremont St @ Boylston Station to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8931,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8932,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8933,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8934,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8935,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8936,749,Washington St @ Tufts Med Ctr to Washington St @ Essex St,2023-10-22,00:01:00
8937,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8938,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8939,749,Washington St @ Melnea Cass Blvd to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8940,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8941,749,Washington St @ Herald St to Temple Pl @ Washington St,2023-10-22,00:01:00
8942,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8943,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8944,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8945,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8946,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:02:00
8947,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8948,749,Washington St @ W Dedham St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8949,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8950,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8951,749,Temple Pl @ Washington St to Washington St @ Herald St,2023-10-22,00:01:00
8952,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8953,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
8954,749,Tremont St @ Boylston Station to Washington St @ Tufts Med Ctr,2023-10-22,00:01:00
8955,749,Washington St @ Tufts Med Ctr to Nubian,2023-10-22,00:00:00
8956,749,Nubian to Washington St @ Massachusetts Ave,2023-10-22,00:00:00
8957,749,Washington St @ Massachusetts Ave to Washington St @ Melnea Cass Blvd - Silver Line,2023-10-22,00:01:00
8958,749,Washington St @ Melnea Cass Blvd - Silver Line to Washington St @ Lenox St,2023-10-22,00:00:00
8959,749,Washington St @ Lenox St to Washington St @ Tufts Med Ctr,2023-10-22,00:00:00
8960,749,Washington St @ Tufts Med Ctr to Washington St @ Essex St,2023-10-22,00:01:00
8961,749,Washington St @ Essex St to Washington St @ Lenox St,2023-10-22,00:00:00
8962,749,Washington St @ Lenox St to Washington St @ Melnea Cass Blvd,2023-10-22,00:00:00
8963,749,Washington St @ Melnea Cass Blvd to Washington St @ Massachusetts Ave,2023-10-22,00:01:00
8964,749,Washington St @ Massachusetts Ave to Washington St @ Herald St,2023-10-22,00:00:00
8965,749,Washington St @ Herald St to Temple Pl @ Washington St,2023-10-22,00:01:00
8966,749,Temple Pl @ Washington St to Washington St @ Worcester St,2023-10-22,00:00:00
8967,749,Washington St @ Worcester St to Washington St @ E Newton St,2023-10-22,00:00:00
8968,749,Washington St @ E Newton St to Nubian,2023-10-22,00:00:00
8969,749,Nubian to Washington St @ E Berkeley St,2023-10-22,00:00:00
8970,749,Washington St @ E Berkeley St to Washington St @ Union Pk,2023-10-22,00:02:00
8971,749,Washington St @ Union Pk to Washington St @ W Dedham St,2023-10-22,00:00:00
8972,749,Washington St @ W Dedham St to Washington St @ E Berkeley St,2023-10-22,00:01:00
8973,749,Washington St @ E Berkeley St to Washington St @ W Newton St,2023-10-22,00:00:00
8974,749,Washington St @ W Newton St to Temple Pl @ Washington St,2023-10-22,00:00:00
8975,749,Temple Pl @ Washington St to Washington St @ Herald St,2023-10-22,00:01:00
8976,749,Washington St @ Herald St to Washington St @ Worcester St,2023-10-22,00:00:00
8977,749,Washington St @ Worcester St to Tremont St @ Boylston Station,2023-10-22,00:00:00
